Rank	ID	GeneSet	NumGenes	Type	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
13	hsa05416	Viral myocarditis	30/59	Disease	0.000408022317512191	0.00957825888391778	40	69.9166666666667	55.5	3.40082201463481e-05	6	1.12418389876861	1.12418389876861	1	37.0226341724588	36	45	72	111	87	215	34	51	6	83	60	39
14	hsa05168	Herpes simplex infection	136/185	Disease	0.000471784553712709	0.00973898114449806	10	92.4166666666667	66.5	3.93238833842469e-05	10	1.18367330636716	1.18367330636716	1	38.8422387553773	62	22	192	198	164	216	10	39	32	71	93	10
15	hsa05219	Bladder cancer	38/41	Disease	0.000585639664125505	0.0112833241954847	45	56.5	41	4.88164099416191e-05	5	2.05558902303326	2.05558902303326	1	65.3105097921039	57	30	63	43	38	221	42	40	112	5	16	11
16	hsa05144	Malaria	19/49	Disease	0.000727536646877721	0.0131411306842288	15	23.75	18	6.06482799935474e-05	2	1.731223245112	1.731223245112	1	53.1351537362907	13	3	26	31	51	9	6	2	68	23	41	12
17	hsa00524	Butirosin and neomycin biosynthesis	3/5	Metabolism	0.000792504481320105	0.0134725761824418	55	56.25	45.5	7.20718280655114e-05	1	1.55031218837749	1.55031218837749	1	47.3089833776906	17	51	68	277	32	15	47	62	8	1	44	53
18	hsa00591	Linoleic acid metabolism	15/29	Metabolism	0.000924920942020233	0.0148501195691026	35	42.4166666666667	33	7.71094390250281e-05	2	1.3436883701561	1.3436883701561	1	40.0769060105109	34	33	90	3	8	2	62	95	9	107	33	33
19	hsa00565	Ether lipid metabolism	31/45	Metabolism	0.00217963768540962	0.0157478822770845	195	125.583333333333	103.5	0.000181818181818182	13	1.16091325908128	1.16091325908128	1	34.1426530823222	192	115	117	70	13	32	240	230	270	75	61	92
20	hsa00592	alpha-Linolenic acid metabolism	15/25	Metabolism	0.00217963768540962	0.0157478822770845	35	80.5	74	0.000181818181818182	10	1.3436883701561	1.3436883701561	1	39.5180996837111	84	91	111	26	10	117	148	192	35	54	34	64
21	hsa04062	Chemokine signaling pathway	106/182	Signaling	0.00188748823785341	0.0157478822770845	60	78.1666666666667	59	0.000157426922782816	6	2.63215914474404	2.63215914474404	1	77.412240770636	59	59	126	21	53	135	55	82	262	20	6	60
22	hsa04064	NF-kappa B signaling pathway	69/95	Signaling	0.00217963768540962	0.0157478822770845	15	26.5	22	0.000181818181818182	3	1.27068992251852	1.27068992251852	1	37.3712031234924	12	7	3	90	7	20	12	37	44	24	36	26
23	hsa04066	HIF-1 signaling pathway	83/101	Signaling	0.00171549290129473	0.0157478822770845	25	64.6666666666667	39.5	0.000143070268161284	9	1.27515693791118	1.27515693791118	1	37.5025787936788	31	21	154	124	77	161	9	24	21	91	48	15
24	hsa04068	FoxO signaling pathway	109/132	Signaling	0.00217963768540962	0.0157478822770845	70	97.8333333333333	100.5	0.000181818181818182	9	1.35227610236089	1.4286451949226	1	39.7706663248823	119	107	49	149	9	70	151	143	172	68	43	94
25	hsa04390	Hippo signaling pathway	127/154	Signaling	0.00217963768540962	0.0157478822770845	55	52	53.5	0.000181818181818182	2	1.32083659892916	1.44480634408821	1	38.846025268025	47	52	23	109	2	55	60	84	57	35	55	45
26	hsa04550	Signaling pathways regulating pluripotency of stem cells	103/139	Signaling	0.00217963768540962	0.0157478822770845	40	45.75	42.5	0.000181818181818182	2	1.4966021004616	1.58645367686115	1	44.0153180798193	40	56	2	40	4	45	80	102	29	62	39	50
27	hsa04620	Toll-like receptor signaling pathway	62/104	Signaling	0.00217963768540962	0.0157478822770845	40	61.3333333333333	56.5	0.000181818181818182	19	1.82930223849309	1.84054251135874	1	53.8000848117124	92	36	81	81	19	100	73	129	40	21	30	34
28	hsa04650	Natural killer cell mediated cytotoxicity	63/133	Signaling	0.00173820669716462	0.0157478822770845	30	104.916666666667	118.5	0.000144966085675994	16	0.882227868768988	0.882227868768988	1	25.94646911941	109	27	135	188	128	226	19	30	64	160	157	16
29	hsa04710	Circadian rhythm	26/31	Signaling	0.00217963768540962	0.0157478822770845	75	53	60	0.000181818181818182	2	1.74779476605357	1.74779476605357	1	51.4029364082108	74	74	59	78	11	31	120	27	79	2	20	61
30	hsa04917	Prolactin signaling pathway	55/70	Signaling	0.00217963768540962	0.0157478822770845	100	99.9166666666667	97	0.000181818181818182	21	1.46014719571712	1.46014719571712	1	42.9431732311015	145	113	96	101	21	80	183	176	49	41	97	97
31	hsa05140	Leishmaniasis	40/73	Disease	0.00217963768540962	0.0157478822770845	15	38.0833333333333	28.5	0.000181818181818182	10	1.77554473909381	1.77554473909381	1	52.2190677588668	60	10	13	82	17	38	40	75	15	11	77	19
32	hsa05152	Tuberculosis	112/179	Disease	0.00203884474535915	0.0157478822770845	25	120.916666666667	117	0.000170062705924754	18	1.74792353529201	1.74792353529201	1	51.4067235330611	124	25	170	235	180	248	23	61	110	90	167	18
33	hsa05161	Hepatitis B	116/144	Disease	0.00217963768540962	0.0157478822770845	195	87.5	86.5	0.000181818181818182	15	1.97774973001216	1.97774973001216	1	58.1659503777536	133	46	76	104	15	119	97	193	194	19	18	36
34	hsa05202	Transcriptional misregulation in cancer	122/180	Disease	0.00170078957911075	0.0157478822770845	15	22.75	17.5	0.000141843069633039	8	1.80693899686177	1.80693899686177	1	53.1423781331815	20	15	8	13	24	61	31	28	41	9	9	14
35	hsa05210	Colorectal cancer	57/60	Disease	0.00217963768540962	0.0157478822770845	30	56.25	43	0.000181818181818182	7	1.57346044617583	1.68712772573449	1	46.2757348883683	93	37	57	84	14	49	110	146	27	7	26	25
