Rank	ID	GeneSet	NumGenes	Type	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
22	hsa05210	Colorectal cancer	57/60	Disease	0.00217963768540962	0.0242275111955147	40	60.4166666666667	39	0.000181818181818182	7	1.59579254027522	1.78708793602174	1	49.3659934276849	93	31	38	86	16	104	135	136	18	7	40	21
23	hsa05212	Pancreatic cancer	61/64	Disease	0.00217963768540962	0.0242275111955147	140	142.833333333333	138.5	0.000181818181818182	5	0.815871463635946	0.848733782152762	1	25.2390610159357	214	137	5	168	19	156	227	243	132	138	139	136
24	hsa05213	Endometrial cancer	48/50	Disease	0.00217963768540962	0.0242275111955147	75	155.916666666667	188.5	0.000181818181818182	20	1.24839534157675	1.45142193492146	1	38.6192281663255	220	271	72	154	20	177	200	209	208	44	71	225
25	hsa05220	Chronic myeloid leukemia	69/71	Disease	0.00217963768540962	0.0242275111955147	25	83.8333333333333	60.5	0.000181818181818182	17	1.05036697485484	1.09611007301561	1	32.4932018764649	80	68	21	153	17	233	133	121	50	25	52	53
26	hsa05222	Small cell lung cancer	78/84	Disease	0.00217963768540962	0.0242275111955147	215	132.75	133.5	0.000181818181818182	10	0.996874171368376	1.04894950166833	1	30.8383969315924	211	158	10	117	13	167	267	226	136	54	103	131
27	hsa04610	Complement and coagulation cascades	44/79	Signaling	0.00231398632706365	0.024768224019311	40	39.5833333333333	32	0.000193037010184171	4	1.41485969144036	1.41485969144036	1	43.509133644865	37	17	113	25	45	37	27	66	4	78	15	11
28	hsa03030	DNA replication	36/36	Signaling	0.00247398089558565	0.0255350171008662	10	77.9166666666667	51.5	0.000206399217009077	2	0.246314053612376	-0.257404971763854	-1	7.51209267824843	6	33	8	213	61	92	7	2	101	136	234	42
29	hsa04932	Non-alcoholic fatty liver disease (NAFLD)	131/149	Disease	0.00325228675662686	0.0324107197470745	10	93.1666666666667	64.5	0.000271428734564202	7	0.281037602958234	0.329457931880553	1	8.0138833214712	7	55	86	164	151	25	17	42	63	177	265	66
30	hsa04062	Chemokine signaling pathway	106/182	Signaling	0.00428262911509813	0.0412559938087787	20	136.166666666667	134.5	0.000357588203259063	7	2.67419146299737	2.67419146299737	1	70.8896139144682	276	193	90	20	50	152	274	261	117	20	7	174
31	hsa05323	Rheumatoid arthritis	46/90	Disease	0.00479584884595668	0.0447096876284349	10	27.75	18.5	0.000400535250184053	2	2.58649743428338	2.58649743428338	1	66.8358825165901	10	7	92	2	57	53	4	24	40	21	16	7
32	hsa04921	Oxytocin signaling pathway	109/153	Signaling	0.00507353525485654	0.0458203652704232	10	112.25	121	0.00042378095725536	8	2.23460871799688	2.23460871799688	1	57.2870116186024	164	111	142	8	48	131	154	175	274	40	8	92
33	hsa05010	Alzheimer's disease	148/171	Disease	0.00642956120569941	0.0547785323189205	10	106.083333333333	91.5	0.00053738221355848	9	0.717473847594364	0.717473847594364	1	17.3279990469065	9	87	104	192	142	22	44	53	72	179	273	96
34	hsa05416	Viral myocarditis	30/59	Disease	0.00644453321399064	0.0547785323189205	60	89.25	84	0.00053863728863643	7	0.945416328380505	0.945416328380505	1	22.8331294549077	57	44	99	109	91	275	57	98	7	77	112	45
35	hsa05144	Malaria	19/49	Disease	0.00688790096945728	0.0568743822906616	10	30	23	0.000575811827798982	8	1.33528840214967	1.33528840214967	1	31.8321944478538	23	12	43	26	73	10	8	12	23	85	35	10
