Rank	ID	GeneSet	NumGenes	Type	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance
25	hsa05168	Herpes simplex infection	136/185	Disease	0.00282737071175883	0.032684405427932	5	92.3611111111111	59.25	3.93238833842469e-05	2	2.24469975677708	2.24469975677708	1	38.3339868899042
26	hsa05219	Bladder cancer	38/41	Disease	0.00350869739292743	0.0390005210213857	45	68.4722222222222	39.5	4.88164099416191e-05	4	1.38488949816532	1.41318517290102	1	23.6702715113104
27	hsa05144	Malaria	19/49	Disease	0.004357287935319	0.0466391190113774	15	90.2222222222222	66.25	6.06482799935474e-05	2	1.24375436414875	1.13849238220197	0.666666666666667	14.6539608839455
28	hsa00524	Butirosin and neomycin biosynthesis	3/5	Metabolism	0.0047456158865723	0.0485387767601438	55	142.722222222222	139	7.20718280655114e-05	1	0.579681445033921	0.457424728486149	0.333333333333333	11.1621558061783
29	hsa03050	Proteasome	39/44	Signaling	0.00487067310049886	0.0485387767601438	245	141.402777777778	101.75	6.78112213592987e-05	3	0.170974362829736	0.193629217676649	1	2.21992248456002
30	hsa05202	Transcriptional misregulation in cancer	122/180	Disease	0.00513079748902422	0.0494266824775999	15	67.4722222222222	32.75	7.14419649473438e-05	2	2.05056573259096	2.05056573259096	1	39.2256707482574
31	hsa00591	Linoleic acid metabolism	15/29	Metabolism	0.0055367092849172	0.0516164188174539	35	121.194444444444	111.5	7.71094390250281e-05	2	0.903446647476746	0.790686914242214	0.666666666666667	12.2124735893173
32	hsa00565	Ether lipid metabolism	31/45	Metabolism	0.0130067705689489	0.0522077318670308	195	172.069444444444	207.25	0.000181818181818182	13	0.789428944843698	0.77898865719919	1	7.67240699493038
33	hsa00592	alpha-Linolenic acid metabolism	15/25	Metabolism	0.0130067705689489	0.0522077318670308	35	138.777777777778	115.75	0.000181818181818182	10	0.875385355186592	0.698311306668188	0.333333333333333	8.11059754504925
34	hsa04064	NF-kappa B signaling pathway	69/95	Signaling	0.0130067705689489	0.0522077318670308	15	95.9722222222222	89.25	0.000181818181818182	2	1.28926011248424	1.28929711678189	1	13.7840981492339
35	hsa04066	HIF-1 signaling pathway	83/101	Signaling	0.0102489145105568	0.0522077318670308	25	102.694444444444	57.5	0.000143070268161284	9	1.32664214576257	1.32664214576257	1	11.7004853373973
