Rank	ID	GeneSet	NumGenes	Type	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
16	hsa04662	B cell receptor signaling pathway	54/71	Signaling	0.00217963768540962	0.0203198480994639	10	32.25	20	0.000181818181818182	8	3.04104089356668	3.04104089356668	1	57.6618101077278	42	12	61	59	21	104	25	19	8	9	17	10
17	hsa04713	Circadian entrainment	58/96	Signaling	0.00217963768540962	0.0203198480994639	105	86.75	85	0.000181818181818182	8	3.37099153645603	3.37099153645603	1	63.9180730074163	101	101	143	8	10	256	151	131	32	21	18	69
18	hsa04725	Cholinergic synapse	68/112	Signaling	0.00217963768540962	0.0203198480994639	130	99.75	98.5	0.000181818181818182	18	4.82193936021103	4.82193936021103	1	91.429797063024	158	129	127	18	23	264	148	124	52	29	52	73
19	hsa04915	Estrogen signaling pathway	76/98	Signaling	0.00217963768540962	0.0203198480994639	25	61.8333333333333	49	0.000181818181818182	23	3.04104089356668	3.04104089356668	1	57.6618101077278	80	53	150	28	24	151	51	76	47	23	24	35
20	hsa04917	Prolactin signaling pathway	55/70	Signaling	0.00217963768540962	0.0203198480994639	50	67	58.5	0.000181818181818182	12	4.82193936021103	4.82193936021103	1	91.429797063024	96	79	144	68	20	49	141	85	16	12	47	47
21	hsa04921	Oxytocin signaling pathway	109/153	Signaling	0.00217963768540962	0.0203198480994639	60	60.8333333333333	49.5	0.000181818181818182	12	3.04104089356668	3.04104089356668	1	57.6618101077278	75	58	103	16	12	217	66	57	24	30	30	42
22	hsa04950	Maturity onset diabetes of the young	14/26	Disease	0.00135209564967262	0.0203198480994639	35	37.75	30	0.00011274452350698	4	1.11922413884789	1.11922413884789	1	21.2218421256715	33	24	28	51	32	4	33	101	6	89	28	24
23	hsa05020	Prion diseases	21/35	Disease	0.00217963768540962	0.0203198480994639	15	17.6666666666667	15	0.000181818181818182	1	5.20052299518562	5.20052299518562	1	98.6082002604834	14	19	51	21	11	6	10	16	12	1	34	17
24	hsa05031	Amphetamine addiction	42/68	Disease	0.00217963768540962	0.0203198480994639	15	53.8333333333333	33	0.000181818181818182	5	3.4939565496495	3.4939565496495	1	66.2496382477969	36	35	198	11	14	148	54	92	11	11	5	31
25	hsa05134	Legionellosis	43/55	Disease	0.00217963768540962	0.0203198480994639	45	52.25	29	0.000181818181818182	4	1.96700675787464	1.96700675787464	1	37.2968250381809	10	22	4	44	18	159	11	32	226	33	42	26
26	hsa05142	Chagas disease (American trypanosomiasis)	75/102	Disease	0.00217963768540962	0.0203198480994639	25	34.6666666666667	20.5	0.000181818181818182	4	3.04104089356668	3.04104089356668	1	57.6618101077278	40	4	25	48	16	182	15	23	18	14	23	8
27	hsa05166	HTLV-I infection	200/256	Disease	0.000857877972725336	0.0203198480994639	5	25.4166666666667	9.5	7.15179558542186e-05	2	3.4043479719256	3.4043479719256	1	64.5505513316488	11	8	53	76	4	95	2	4	27	15	6	4
28	hsa05168	Herpes simplex infection	136/185	Disease	0.00130192522746927	0.0203198480994639	5	51	21	0.000108558562795154	3	3.04104089356668	3.04104089356668	1	57.6618101077278	17	6	41	181	42	235	4	3	20	22	36	5
29	hsa05210	Colorectal cancer	57/60	Disease	0.00217963768540962	0.0203198480994639	15	35.8333333333333	29	0.000181818181818182	3	2.49157604217347	2.49157604217347	1	47.2432925550678	41	14	87	75	17	62	49	49	10	3	8	15
30	hsa05220	Chronic myeloid leukemia	69/71	Disease	0.00217963768540962	0.0203198480994639	65	77.75	64	0.000181818181818182	25	1.39264633938706	1.39264633938706	1	26.4062574497477	70	61	38	221	25	48	106	89	65	93	54	63
31	hsa05231	Choline metabolism in cancer	82/99	Disease	0.00217963768540962	0.0203198480994639	25	113.916666666667	122.5	0.000181818181818182	18	3.04104089356668	3.04104089356668	1	57.6618101077278	200	159	142	80	22	167	189	216	46	18	25	103
32	hsa03040	Spliceosome	129/134	Signaling	0.00322379052840083	0.0282325897790255	10	119.666666666667	78	0.00026904697838998	6	0.122311539508905	0.135044597142352	1	2.12341054797916	6	69	110	262	229	55	40	60	82	274	175	74
33	hsa04210	Apoptosis	113/138	Signaling	0.00314456562474921	0.0282325897790255	45	39	29.5	0.00026242557376168	5	1.8674731579373	1.8674731579373	1	32.4205895604763	50	5	42	166	28	57	8	43	15	16	31	7
34	hsa04390	Hippo signaling pathway	127/154	Signaling	0.00383173356739094	0.032569735322823	30	51.1666666666667	27	0.000319873285065997	7	1.25030426673338	1.25030426673338	1	20.8365671972255	7	26	57	179	39	176	17	12	28	38	14	21
35	hsa05202	Transcriptional misregulation in cancer	122/180	Disease	0.00645863803493972	0.0533298969170737	30	51.5833333333333	30.5	0.000539819684902857	7	2.33994564637703	2.33994564637703	1	33.3802350283169	26	20	55	30	31	276	36	59	37	19	7	23
