Rank	ID	GeneSet	NumGenes	Type	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
23	hsa03013	RNA transport	147/171	Signaling	0.0153445632267245	0.184774115521807	10	62.1666666666667	33	0.00128779586085686	6	0.237212716447193	0.263924479910108	1	2.987220170708	6	24	61	264	36	30	9	24	62	52	151	27
24	hsa03015	mRNA surveillance pathway	78/91	Signaling	0.0152025119467129	0.184774115521807	5	60.3333333333333	32	0.00127579005642449	3	0.234827946063093	0.253578429618387	1	2.95718875239461	5	30	12	261	33	44	11	3	105	37	152	31
25	hsa00561	Glycerolipid metabolism	45/59	Metabolism	0.0194202287927086	0.216173685446832	200	91.3333333333333	64	0.00163293855041163	5	0.238422202144745	-0.222097378147485	-1	2.72338980638656	61	42	199	173	200	147	34	14	5	67	108	46
26	hsa04390	Hippo signaling pathway	127/154	Signaling	0.019448151631895	0.216173685446832	165	115.333333333333	114.5	0.00163530769361045	9	1.13316314106612	1.13316314106612	1	12.9436141673713	164	108	35	177	30	121	143	229	220	49	9	99
27	hsa04060	Cytokine-cytokine receptor interaction	109/270	Signaling	0.0249107615467149	0.266637410629652	240	184	220	0.00209998240797076	1	0.401445616168266	-0.321758474710353	-1	3.95740991468062	240	185	251	1	246	274	257	81	239	64	169	201
28	hsa00232	Caffeine metabolism	2/5	Metabolism	0.0265432988344371	0.273964762969725	275	161	160	0.00268657793749236	1	0.622515076958808	-0.72568435841052	-1	6.01083445456552	278	274	5	270	NA	1	273	157	160	2	76	275
29	hsa05323	Rheumatoid arthritis	46/90	Disease	0.0281615365671886	0.280644278204052	15	58.5833333333333	28.5	0.00237764210531565	2	4.3238375695944	4.3238375695944	1	40.9730477412799	41	25	183	2	78	11	32	178	101	19	20	13
30	hsa04728	Dopaminergic synapse	86/130	Signaling	0.0324820417007011	0.312910335050087	30	36.25	29.5	0.00274799173105365	5	4.3238375695944	4.3238375695944	1	37.4638329198314	54	5	89	69	29	47	12	30	24	23	45	8
31	hsa04914	Progesterone-mediated oocyte maturation	72/96	Signaling	0.0347809968525778	0.314115877824843	40	63.5	38	0.00294567438952526	7	0.337365639811182	0.402476815503993	1	2.91342560738146	113	37	19	134	28	15	35	55	7	50	230	39
32	hsa05012	Parkinson's disease	120/142	Disease	0.0342957588294794	0.314115877824843	10	164.666666666667	163	0.00290391381261572	8	0.254552222639163	0.269789208783509	1	2.19826464840038	8	119	226	126	220	247	96	136	190	232	251	125
33	hsa00531	Glycosaminoglycan degradation	16/19	Metabolism	0.0428990854917012	0.354223877345761	15	73.9166666666667	63.5	0.00364720309540924	9	0.252224844421755	-0.256163016775381	-1	1.95213341431046	9	27	156	140	163	95	19	11	12	119	104	32
34	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	17/27	Metabolism	0.0422952458657796	0.354223877345761	120	87.9166666666667	97.5	0.00359483458434494	2	0.340714182611008	-0.40741717991753	-1	2.63701042890081	120	120	15	97	16	2	98	45	274	30	117	121
35	hsa03018	RNA degradation	73/77	Signaling	0.0414385773665805	0.354223877345761	15	45.4166666666667	11.5	0.00352059117760378	1	0.275137532683963	0.329501261010349	1	2.12946973362724	12	11	1	240	12	4	5	9	48	41	153	9
