Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Gene Ratio
WTUI,"HALLMARK IL2 STAT5
SIGNALING",HALLMARK_IL2_STAT5_SIGNALING,31/440,145/3448,0.002085782114004007,0.015991965807416526,0.013130245610299886,IRF6/ODC1/RHOB/MXD1/BHLHE40/NFKBIZ/RHOH/AMACR/PIM1/TNFRSF21/ARL4A/AHR/NDRG1/NFIL3/PTCH1/KLF6/P4HA1/DENND5A/DCPS/SLC2A3/GABARAPL1/PUS1/PNP/MYO1E/RORA/FURIN/IRF8/GADD45B/PDCD2L/BMP2/MAFF,31,0.07045454545454545
WTUI,HALLMARK APOPTOSIS,HALLMARK_APOPTOSIS,29/440,133/3448,0.0021079923521476656,0.015991965807416526,0.013130245610299886,CASP9/JUN/GADD45A/CTH/TXNIP/MCL1/BTG2/ATF3/PSEN2/RHOB/SLC20A1/CASP8/EREG/HMGB2/ANKH/NEDD9/CDKN1A/EGR3/BNIP3L/DNAJA1/CASP7/WEE1/DDIT3/GCH1/ISG20/GADD45B/BMP2/BTG3/SAT1,29,0.0659090909090909
WTUI,HALLMARK P53 PATHWAY,HALLMARK_P53_PATHWAY,36/440,177/3448,0.002365869613820822,0.015991965807416526,0.013130245610299886,EPHA2/RNF19B/JUN/GADD45A/TXNIP/SLC19A2/IER5/BTG2/ATF3/MXD1/TM4SF1/HSPA4L/CDKN2AIP/PLK2/HBEGF/CDKN1A/FOXO3/NDRG1/CDKN2A/GLS2/DDIT3/BTG1/ERCC5/ABHD4/FOS/TP53/TRAF4/CDK5R1/KRT17/TNFSF9/CEBPA/SERTAD3/PPP1R15A/TRIB3/BMP2/SAT1,36,0.08181818181818182
WTUI,"HALLMARK HEDGEHOG
SIGNALING",HALLMARK_HEDGEHOG_SIGNALING,9/440,25/3448,0.0025587145291866443,0.015991965807416526,0.013130245610299886,NRP2/ACHE/NRCAM/SHH/HEY1/PTCH1/CDK5R1/ETS2/CELSR1,9,0.020454545454545454
WTUI,"HALLMARK
INFLAMMATORY
RESPONSE",HALLMARK_INFLAMMATORY_RESPONSE,25/440,114/3448,0.003877528839055772,0.021541826883643176,0.017686973651833346,BTG2/CD55/MXD1/IL1R1/EREG/HBEGF/EDN1/CDKN1A/AHR/SRI/NAMPT/SEMA4D/ABCA1/KLF6/ADM/P2RY2/SLC7A1/NFKBIA/GCH1/EBI3/TNFSF9/ICAM1/LDLR/AXL/PLAUR,25,0.056818181818181816
NUI,"HALLMARK TNFA
SIGNALING VIA NFKB",HALLMARK_TNFA_SIGNALING_VIA_NFKB,89/604,170/3448,1.695299077197287e-26,8.476495385986435e-25,6.602743774347328e-25,RNF19B/JUN/GADD45A/DNAJB4/CCN1/MCL1/EFNA1/IER5/BTG2/G0S2/ATF3/RHOB/FOSL2/REL/MXD1/NR4A2/NFE2L2/CCL20/ACKR3/BHLHE40/TIPARP/HES1/CXCL1/CXCL3/CXCL2/AREG/PDLIM5/PLK2/F2RL1/TNFAIP8/EGR1/HBEGF/DUSP1/SQSTM1/EDN1/CDKN1A/VEGFA/NFKBIE/TNFAIP3/SERPINE1/NAMPT/DUSP4/CEBPD/ZBTB10/GEM/KLF10/TRIB1/NFIL3/NR4A3/ABCA1/KLF4/KLF6/PFKFB3/EGR2/NFKB2/DUSP5/DENND5A/FJX1/FOSL1/CLCF1/BIRC3/SLC2A3/NR4A1/PHLDA1/BTG1/TSC22D1/IRS2/NFKBIA/GCH1/FOS/PER1/EIF1/TGIF1/GADD45B/TNFSF9/LDLR/JUNB/ZFP36/PLAUR/RELB/FOSB/PPP1R15A/BMP2/BTG3/RCAN1/ETS2/SIK1/MAFF/SAT1,89,0.14735099337748345
NUI,HALLMARK HYPOXIA,HALLMARK_HYPOXIA,67/604,174/3448,1.1980228188528313e-11,2.995057047132078e-10,2.332991805134461e-10,B3GALT6/ERRFI1/SDC3/SLC2A1/JUN/CCN1/EFNA3/EFNA1/ATF3/FOSL2/HK2/KDM3A/PDK1/ACKR3/BHLHE40/SLC6A6/TIPARP/NOCT/LOX/NR3C1/DUSP1/CDKN1A/PIM1/VEGFA/ZNF292/FOXO3/TNFAIP3/PHKG1/SERPINE1/TES/STC1/BNIP3L/EXT1/NDRG1/PLIN2/NFIL3/ALDOB/HSPA5/PFKP/KLF6/PFKFB3/CHST3/DDIT4/P4HA1/XPNPEP1/MXI1/ADM/LDHA/SLC2A3/BTG1/IRS2/PGF/FOS/RORA/ISG20/ALDOA/WSB1/ALDOC/JMJD6/ZFP36/PLAUR/PPP1R15A/PCK1/HMOX1/MAFF/PDGFB/PGK1,67,0.11092715231788079
NUI,HALLMARK P53 PATHWAY,HALLMARK_P53_PATHWAY,52/604,177/3448,4.526199019430217e-5,7.543665032383695e-4,5.876118025225194e-4,EPHA2/RNF19B/PLK3/JUN/GADD45A/TXNIP/SLC19A2/IER5/BTG2/ATF3/MXD1/STEAP3/TM4SF1/RAP2B/MXD4/HSPA4L/PLK2/HBEGF/H1-2/CDKN1A/FOXO3/KIF13B/NDRG1/CDKN2A/CDKN2B/KLF4/DDIT4/CCND2/LDHB/TM7SF3/VDR/GLS2/BTG1/TSC22D1/ERCC5/ABHD4/GPX2/ZFP36L1/FOS/JAG2/OSGIN1/TRAF4/CDK5R1/KRT17/RAD51C/TNFSF9/CEBPA/SERTAD3/PPP1R15A/BMP2/HMOX1/SAT1,52,0.08609271523178808
NUI,"HALLMARK CHOLESTEROL
HOMEOSTASIS",HALLMARK_CHOLESTEROL_HOMEOSTASIS,25/604,69/3448,1.3757506179195328e-4,0.001719688272399416,0.0013395466542900714,ERRFI1/ATF3/CTNNB1/CPEB2/HMGCS1/HMGCR/STARD4/ACAT2/CYP51A1/FDFT1/TP53INP1/ANXA13/SQLE/NFIL3/ABCA2/IDI1/STX5/TNFRSF12A/MVD/CXCL16/ALDOC/ACTG1/PCYT2/LDLR/PLAUR,25,0.041390728476821195
NUI,"HALLMARK MTORC1
SIGNALING",HALLMARK_MTORC1_SIGNALING,52/604,191/3448,3.882404648236319e-4,0.0038824046482363187,0.003024188883889343,SLC2A1/PIK3R3/DHCR24/CTH/PHGDH/CACYBP/BTG2/RAB1A/HK2/PDK1/HSPD1/HSPE1/IDH1/ACSL3/BHLHE40/SLC6A6/TFRC/HMGCS1/HMGCR/STARD4/ETF1/HSPA9/SQSTM1/CDKN1A/PSPH/CYP51A1/ASNS/NAMPT/TES/INSIG1/STC1/SQLE/PSAT1/NFIL3/HSPA5/IDI1/PPA1/DDIT4/P4HA1/LDHA/STIP1/HMBS/ADIPOR2/SLC2A3/TXNRD1/PNP/ALDOA/LDLR/PPP1R15A/AURKA/PGK1/GLA,52,0.08609271523178808
NUI,"HALLMARK WNT BETA
CATENIN SIGNALING",HALLMARK_WNT_BETA_CATENIN_SIGNALING,15/604,39/3448,0.0014992593506252877,0.012493827921877398,0.009732034381251867,PSEN2/ADAM17/CTNNB1/SKP2/FZD1/HEY1/PTCH1/DKK1/CCND2/WNT1/NCOR2/JAG2/NKD1/HDAC5/AXIN2,15,0.024834437086092714
NUI,"HALLMARK
INFLAMMATORY
RESPONSE",HALLMARK_INFLAMMATORY_RESPONSE,31/604,114/3448,0.005893806478294004,0.04145952842542219,0.032294790562960446,GNAI3/BTG2/CD55/MXD1/IL1R1/CCL20/EREG/SGMS2/HBEGF/EDN1/CDKN1A/AHR/SRI/SERPINE1/NAMPT/SEMA4D/ABCA1/KLF6/ABI1/ADM/P2RY2/IL10RA/ITGA5/NFKBIA/GCH1/HIF1A/CX3CL1/TNFSF9/LDLR/AXL/PLAUR,31,0.05132450331125828
NUI,"HALLMARK HEDGEHOG
SIGNALING",HALLMARK_HEDGEHOG_SIGNALING,10/604,25/3448,0.0066335245480675506,0.04145952842542219,0.032294790562960446,NRP2/VEGFA/ACHE/SHH/HEY1/PTCH1/ADGRG1/CDK5R1/ETS2/OPHN1,10,0.016556291390728478
