Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
12	gmtcustom201	CCAWNWWNNNGGC_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CCAWNWWNNNGGC_UNKNOWN	74/87	2.60321968272644e-12	2.44933503041751e-10	175	387.166666666667	351	2.16934973560795e-13	11	0.704897608738258	0.645995288788729	1	51.0818182046807	171	342	431	754	265	11	225	115	761	816	360	395
13	gmtcustom207	ZF5_B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZF5_B	190/243	2.94225802917219e-12	2.5190255280528e-10	1065	647.666666666667	705.5	2.45188169098013e-13	13	0.77420672781196	0.716245603082159	1	56.0333233929084	1062	969	380	704	493	13	991	1030	140	707	309	974
14	gmtcustom235	TGIF_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/TGIF_01	182/254	3.30935207788362e-12	2.63093490191748e-10	650	257.416666666667	81.5	2.75779339824053e-13	14	0.81218725417505	0.844952005867801	1	58.6665686024811	73	51	646	443	649	14	46	26	43	199	809	90
15	gmtcustom23	SOX5_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SOX5_01	190/268	5.1401237578399e-12	3.06417990237261e-10	110	206.916666666667	126	4.28343646487667e-13	18	0.987995091380995	1.02734092608973	1	70.8724900706701	108	67	635	171	353	18	93	85	296	405	120	132
16	gmtcustom206	WHN_B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WHN_B	201/261	4.95690537359874e-12	3.06417990237261e-10	180	174.166666666667	191	4.13075447800834e-13	17	1.05676049368778	1.15016439253944	1	75.8052887496894	180	87	188	114	199	17	226	206	308	69	194	302
17	gmtcustom249	AR_Q2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/AR_Q2	86/126	4.73633261211346e-12	3.06417990237261e-10	785	624	706	3.94694384343645e-13	15	0.851083895927517	0.853739309267957	1	61.0513395877158	846	783	770	557	603	15	782	706	694	240	706	786
18	gmtcustom546	TGATTTRY_GFI1_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/TGATTTRY_GFI1_01	175/296	5.23085517925243e-12	3.06417990237261e-10	715	474.833333333333	490.5	4.35904598272081e-13	19	1.0151744818038	0.960033205509211	1	72.8221690760516	713	786	392	53	413	19	737	686	465	516	144	774
19	gmtcustom623	CDX1_TARGET_GENES	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CDX1_TARGET_GENES	35/42	4.93260047823478e-12	3.06417990237261e-10	1010	550.25	500.5	4.11050039853827e-13	16	0.717599173932671	0.731447707630839	1	51.4759828205466	1008	973	55	355	207	16	838	571	278	430	866	1006
20	gmtcustom63	PAX2_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PAX2_01	41/59	6.34935188096219e-12	3.07253419283083e-10	295	367.583333333333	397	5.29112656748387e-13	23	0.818542302582078	0.893780332404338	1	58.70971177317	246	455	293	410	293	23	477	474	384	233	550	573
21	gmtcustom253	NKX3A_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NKX3A_01	139/239	5.8261666486554e-12	3.07253419283083e-10	195	185.25	187.5	4.85513887389245e-13	20	0.955843453100381	0.963852344691557	1	68.557611030002	194	60	411	116	345	20	191	171	59	184	226	246
22	gmtcustom513	YAATNRNNNYNATT_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/YAATNRNNNYNATT_UNKNOWN	55/104	6.31154582515203e-12	3.07253419283083e-10	300	315.75	278.5	5.25962152097524e-13	22	1.13834948245491	1.01439563402011	1	81.6478217388203	296	676	44	119	261	22	480	440	550	85	121	695
23	gmtcustom522	YNTTTNNNANGCARM_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/YNTTTNNNANGCARM_UNKNOWN	37/72	5.85962403392852e-12	3.07253419283083e-10	960	554.833333333333	514	4.88302002828688e-13	21	1.12513860952161	1.09345941661488	1	80.7002743566548	959	896	294	187	469	21	857	737	559	351	338	990
24	gmtcustom325	HOXA4_Q2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HOXA4_Q2	168/272	7.84450814109977e-12	3.63789065043502e-10	180	242.416666666667	179	6.53709011760664e-13	24	0.900476860145163	0.826468786169245	1	64.0884121758221	179	56	540	280	395	24	216	168	154	654	64	179
25	gmtcustom73	CEBPA_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CEBPA_01	176/256	8.73767734447492e-12	3.89001395376023e-10	420	392.25	475.5	7.28139778709157e-13	15	0.981916197827234	1.05399653223921	1	69.6691314842188	419	709	532	130	156	25	599	674	611	197	15	640
26	gmtcustom45	GATA2_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GATA2_01	81/105	9.74979087357992e-12	3.90774058883395e-10	990	687.833333333333	735.5	8.12482572801958e-13	27	0.660663051282908	0.547091677420749	1	46.8656456351974	989	938	276	697	451	27	1031	1098	417	774	666	890
27	gmtcustom414	PIT1_Q6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PIT1_Q6	144/239	9.83079393417347e-12	3.90774058883395e-10	935	535.916666666667	522.5	8.19232827851481e-13	28	0.916561948661895	0.831084995230461	1	65.018451093147	931	960	255	192	163	28	811	865	686	359	197	984
28	gmtcustom445	GGCNNMSMYNTTG_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GGCNNMSMYNTTG_UNKNOWN	67/75	9.59085072857711e-12	3.90774058883395e-10	70	274.416666666667	207	7.99237560718271e-13	19	0.893353614255866	0.897949783401139	1	63.3721119186106	69	31	436	514	483	26	159	102	255	19	919	280
29	gmtcustom196	FREAC2_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FREAC2_01	181/264	1.17670344473597e-11	4.22474494835852e-10	60	81.75	72.5	9.80586203951932e-13	31	1.02532133756007	1.087461603012	1	72.4716754547083	58	42	207	58	85	31	91	68	131	38	95	77
30	gmtcustom400	AHR_Q5	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/AHR_Q5	185/221	1.12710207232288e-11	4.22474494835852e-10	635	420.333333333333	409	9.39251726940587e-13	29	0.820247893157216	0.747567732995213	1	57.9766754662518	631	494	200	619	48	29	533	411	1091	297	284	407
31	gmtcustom639	CTR9_TARGET_GENES	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CTR9_TARGET_GENES	54/68	1.14128276543421e-11	4.22474494835852e-10	30	242	184	9.51068971200146e-13	12	0.744246879855373	0.636980659495104	1	52.6047722920465	160	12	39	253	242	30	208	30	1103	381	396	50
32	gmtcustom436	GGCNKCCATNK_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GGCNKCCATNK_UNKNOWN	109/121	1.25201636456747e-11	4.35466941801125e-10	110	383.166666666667	321	1.04334697047888e-12	32	0.663495960416537	0.594511095162938	1	46.8313260056486	106	328	419	807	314	32	152	189	591	643	762	255
33	gmtcustom72	TAXCREB_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/TAXCREB_01	112/140	1.30656386196317e-11	4.40668357080304e-10	40	43.8333333333333	37	1.08880321830916e-12	2	1.12217925888958	1.20706867486303	1	79.1628485660212	25	13	4	60	74	33	36	40	38	2	154	47
34	gmtcustom82	GATA1_02	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GATA1_02	161/249	1.46245220250353e-11	4.78738029819539e-10	255	236.75	249	1.21871016876111e-12	34	0.968166498407341	1.04830741535705	1	68.0354845553742	252	246	545	150	254	34	338	295	79	254	217	177
35	gmtcustom417	GGARNTKYCCA_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GGARNTKYCCA_UNKNOWN	51/80	1.64292815616331e-11	5.22451153659933e-10	575	472.75	542.5	1.36910679681307e-12	35	0.780527142842019	0.76516090169918	1	54.6262504604187	571	663	48	194	514	35	882	1021	660	345	162	578
