Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance
12	gmtcustom201	CCAWNWWNNNGGC_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CCAWNWWNNNGGC_UNKNOWN	74/87	7.80965904815899e-12	7.34800509123314e-10	175	422.694444444444	351	2.16934973560795e-13	11	0.64931836852587	0.222734320119728	0.333333333333333	34.5377017886924
13	gmtcustom207	ZF5_B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZF5_B	190/243	8.82677408749059e-12	7.55707658413617e-10	1065	692.666666666667	823	2.45188169098013e-13	1	0.687014675855671	0.24250074146578	0.333333333333333	29.9221002565447
14	gmtcustom235	TGIF_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/TGIF_01	182/254	9.92805623361801e-12	7.89280470572632e-10	650	310.305555555556	81.5	2.75779339824053e-13	14	0.822797279925754	0.248948036775011	0.333333333333333	43.4164021990403
15	gmtcustom23	SOX5_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SOX5_01	190/268	1.54203712734405e-11	9.19253970706975e-10	110	249.416666666667	133.5	4.28343646487667e-13	18	0.834022718603699	0.40225623784573	0.333333333333333	44.4642601768049
16	gmtcustom206	WHN_B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WHN_B	201/261	1.48707161207225e-11	9.19253970706975e-10	180	248.555555555556	203	4.13075447800834e-13	17	0.936468943016167	0.497752895967115	0.333333333333333	45.3424016540842
17	gmtcustom249	AR_Q2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/AR_Q2	86/126	1.42089978362731e-11	9.19253970706975e-10	785	643.583333333333	706	3.94694384343645e-13	15	0.806077963689927	0.851198325179313	1	37.6188704937334
18	gmtcustom546	TGATTTRY_GFI1_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/TGATTTRY_GFI1_01	175/296	1.56925655376752e-11	9.19253970706975e-10	715	488.916666666667	597.5	4.35904598272081e-13	10	1.00917781260125	0.236913553060748	0.333333333333333	58.2807085398292
19	gmtcustom623	CDX1_TARGET_GENES	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CDX1_TARGET_GENES	35/42	1.47978014346314e-11	9.19253970706975e-10	1010	502.222222222222	500.5	4.11050039853827e-13	16	0.669150732376168	0.665525459732453	1	31.5006424222395
20	gmtcustom63	PAX2_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PAX2_01	41/59	1.90480556427656e-11	9.21760257843399e-10	295	489.722222222222	427	5.29112656748387e-13	23	0.616357447252642	0.551145915845046	0.333333333333333	35.2847576091127
21	gmtcustom253	NKX3A_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NKX3A_01	139/239	1.74784999458644e-11	9.21760257843399e-10	195	300.527777777778	189.5	4.85513887389245e-13	20	0.889358245673701	0.452135408514607	0.333333333333333	47.6721487254398
22	gmtcustom513	YAATNRNNNYNATT_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/YAATNRNNNYNATT_UNKNOWN	55/104	1.89346374753366e-11	9.21760257843399e-10	300	425.111111111111	289	5.25962152097524e-13	22	1.14237591155674	0.321153236648937	0.333333333333333	53.8344920423243
23	gmtcustom522	YNTTTNNNANGCARM_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/YNTTTNNNANGCARM_UNKNOWN	37/72	1.75788721016826e-11	9.21760257843399e-10	960	538.916666666667	602	4.88302002828688e-13	10	0.830993983137197	0.520439867476738	0.333333333333333	42.9571184038976
24	gmtcustom325	HOXA4_Q2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HOXA4_Q2	168/272	2.35335244231147e-11	1.09136719512195e-09	180	258.583333333333	204	6.53709011760664e-13	12	0.844602239006301	0.267621853794483	0.333333333333333	36.1315129530088
25	gmtcustom73	CEBPA_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CEBPA_01	176/256	2.62130320331958e-11	1.16700418611788e-09	420	423.138888888889	475.5	7.28139778709157e-13	15	0.848537577148589	0.878991479992024	1	49.4696650452388
26	gmtcustom45	GATA2_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GATA2_01	81/105	2.92493726204546e-11	1.17232217663866e-09	990	686.555555555556	735.5	8.12482572801958e-13	27	0.470427706053744	0.422862907273645	1	27.4622088249586
27	gmtcustom414	PIT1_Q6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PIT1_Q6	144/239	2.94923818022305e-11	1.17232217663866e-09	935	592.916666666667	546.5	8.19232827851481e-13	28	0.824986558625859	0.763562322848055	1	39.9347491559268
28	gmtcustom445	GGCNNMSMYNTTG_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GGCNNMSMYNTTG_UNKNOWN	67/75	2.87725521854554e-11	1.17232217663866e-09	70	351.25	214	7.99237560718271e-13	10	0.660865751012902	0.57157361014385	0.333333333333333	38.093486861466
29	gmtcustom196	FREAC2_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FREAC2_01	181/264	3.53011033416639e-11	1.26742348449264e-09	60	220.527777777778	117	9.80586203951932e-13	26	0.867754466899788	0.526933108486014	0.333333333333333	42.3623661998419
30	gmtcustom400	AHR_Q5	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/AHR_Q5	185/221	3.38130621693054e-11	1.26742348449264e-09	635	433.5	409	9.39251726940587e-13	19	0.714709332021228	0.300110925614082	0.333333333333333	32.3616267435338
31	gmtcustom639	CTR9_TARGET_GENES	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CTR9_TARGET_GENES	54/68	3.42384829626355e-11	1.26742348449264e-09	30	376.138888888889	248	9.51068971200146e-13	6	0.627118777137167	0.276139498436415	0.333333333333333	30.0879039313916
32	gmtcustom436	GGCNKCCATNK_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GGCNKCCATNK_UNKNOWN	109/121	3.7560490936554e-11	1.30640082538702e-09	110	470.916666666667	368.5	1.04334697047888e-12	10	0.58329511517492	0.549345770344381	1	26.1061444339549
33	gmtcustom72	TAXCREB_01	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/TAXCREB_01	112/140	3.91969158583828e-11	1.32200507122364e-09	40	114.388888888889	57	1.08880321830916e-12	2	0.946689064393604	0.629193648309022	0.333333333333333	50.1738818870416
34	gmtcustom82	GATA1_02	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GATA1_02	161/249	4.38735660744644e-11	1.43621408943761e-09	255	309.75	249	1.21871016876111e-12	24	0.910765296326287	0.41160240742231	0.333333333333333	39.0805025021041
35	gmtcustom417	GGARNTKYCCA_UNKNOWN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GGARNTKYCCA_UNKNOWN	51/80	4.92878446840896e-11	1.56735346095405e-09	575	494.694444444444	532	1.36910679681307e-12	14	0.733373767158713	0.312235892129318	0.333333333333333	31.9140730728748
