Rank	ID	GeneSet	NumGenes	Type	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
25	hsa05323	Rheumatoid arthritis	46/90	Disease	0.00330563061171119	0.0382130898713813	10	12	7.5	0.000275887459298315	1	2.70414655500969	2.70414655500969	1	30.7924209701962	7	1	15	2	19	8	2	25	46	10	7	2
26	hsa04380	Osteoclast differentiation	85/130	Signaling	0.00354590938639266	0.0394141466410568	10	98.0833333333333	82	0.000295973776465936	6	2.20254931830932	2.20254931830932	1	24.8429216545861	142	106	136	29	21	114	265	252	40	6	8	58
27	hsa04911	Insulin secretion	48/85	Signaling	0.00647091789024818	0.0683953837121555	15	47.3333333333333	17.5	0.000540849108236169	1	0.419595650930964	-0.439054103082887	-1	3.92598195385733	6	14	32	21	80	14	1	4	23	117	245	11
28	hsa04914	Progesterone-mediated oocyte maturation	72/96	Signaling	0.00662654236657562	0.0683953837121555	130	113	116.5	0.000553896157512851	4	2.53739286845626	2.53739286845626	1	23.7413807190779	128	115	122	133	169	171	105	110	4	89	92	118
29	hsa04724	Glutamatergic synapse	67/114	Signaling	0.00748782553305924	0.074620054450142	60	100.583333333333	57.5	0.000626137230103558	5	2.53739286845626	2.53739286845626	1	22.9704551421159	36	57	263	58	281	101	41	28	5	190	90	57
30	hsa04550	Signaling pathways regulating pluripotency of stem cells	103/139	Signaling	0.00856513364578263	0.0825107874543726	250	150.166666666667	180	0.000716578568870865	9	1.3109320912345	1.3109320912345	1	11.407932103481	256	250	84	69	30	195	249	253	167	47	9	193
31	hsa04350	TGF-beta signaling pathway	68/84	Signaling	0.00898198518270861	0.0837352812194448	30	91.5	53.5	0.000751597941517845	6	1.22935821368026	1.22935821368026	1	10.6348934532758	79	28	176	104	22	246	176	206	6	28	12	15
32	hsa04932	Non-alcoholic fatty liver disease (NAFLD)	131/149	Disease	0.00959492153027212	0.0840282521893528	50	80.25	64	0.000803114778000236	8	0.911507404132004	0.911507404132004	1	7.87413238242518	8	53	50	152	75	27	35	77	93	96	249	48
33	hsa04971	Gastric acid secretion	41/75	Signaling	0.00935989675233873	0.0840282521893528	85	52.6666666666667	55	0.000783357669393506	7	2.53739286845626	2.53739286845626	1	21.9194970405741	48	84	28	42	45	12	66	83	7	62	72	83
34	hsa05132	Salmonella infection	67/86	Disease	0.0138376038949503	0.117619633107078	15	75.4166666666667	30	0.00116051241812771	3	2.80893123950952	2.80893123950952	1	20.9701832491524	144	64	11	12	18	20	159	263	161	3	10	40
35	hsa05010	Alzheimer's disease	148/171	Disease	0.0145505882640209	0.120146285951487	10	92.1666666666667	80.5	0.00122071151592031	9	0.337305238352243	0.354370070179125	1	2.49314972848948	9	81	35	180	73	22	62	86	104	110	264	80
