Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
24	gmtcustom47	HALLMARK_SPERMATOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_SPERMATOGENESIS	69/135	0.20406253034385	0.425130271549688	45	39.25	44.5	0.0188398238723378	9	0.384165480233147	0.384165480233147	1	4.75548773101286	50	43	44	9	35	11	45	50	42	49	48	45
25	gmtcustom22	HALLMARK_HEDGEHOG_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_HEDGEHOG_SIGNALING	25/36	0.277346017440457	0.538231681369321	50	34.5	35	0.026705655055873	13	0.628962639163356	-0.628962639163356	-1	5.6388787180648	39	41	21	24	32	13	50	29	50	48	29	38
26	gmtcustom23	HALLMARK_COMPLEMENT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COMPLEMENT	143/200	0.279880474312047	0.538231681369321	20	17.25	17	0.0269905708785879	4	0.737020954214306	-0.737020954214306	-1	6.60792903561686	18	13	17	20	10	32	14	31	17	18	4	13
27	gmtcustom3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_CHOLESTEROL_HOMEOSTASIS	69/74	0.314537624483712	0.582477082377245	20	27.25	24.5	0.0309817230809953	14	0.627323327337024	-0.627323327337024	-1	4.90672516071809	17	16	45	23	31	25	34	41	24	41	14	16
28	gmtcustom8	HALLMARK_DNA_REPAIR	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR	145/150	0.364096953084596	0.650173130508207	15	26.0833333333333	21.5	0.0370230124566879	11	0.605825789540349	-0.463831417556761	-1	3.77423183929065	24	11	42	46	40	45	12	14	19	31	18	11
29	gmtcustom12	HALLMARK_ADIPOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ADIPOGENESIS	176/200	0.481755045728314	0.777024267303732	50	38.75	42.5	0.0533024419807454	15	0.536574426198306	-0.565661880567728	-1	1.95813915352407	42	49	41	48	47	15	37	46	26	43	22	49
30	gmtcustom19	HALLMARK_INTERFERON_GAMMA_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INTERFERON_GAMMA_RESPONSE	135/200	0.477330870785317	0.777024267303732	20	24.8333333333333	22	0.0526315789473684	6	0.536866959175348	-0.539284061742475	-1	1.95920755518788	34	19	6	13	7	49	43	37	25	19	27	19
31	gmtcustom41	HALLMARK_HEME_METABOLISM	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_HEME_METABOLISM	166/200	0.477330870785317	0.777024267303732	25	23.0833333333333	21	0.0526315789473684	4	0.500782707109129	-0.520178188158369	-1	1.82741908014278	23	15	4	39	5	30	21	20	41	21	43	15
32	gmtcustom49	HALLMARK_KRAS_SIGNALING_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_DN	89/200	0.498588911256177	0.779045173837777	20	26.75	21.5	0.0559039921982196	7	0.61603279459263	0.627489726564901	1	2.22517601982994	20	21	26	7	33	44	18	19	12	50	49	22
33	gmtcustom13	HALLMARK_ESTROGEN_RESPONSE_EARLY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_EARLY	171/200	0.551038314486473	0.828596309047164	25	25.25	24.5	0.0645567619697765	18	0.572764734024771	-0.59881344589412	-1	1.55747398657817	21	27	24	22	18	22	29	28	37	25	23	27
34	gmtcustom21	HALLMARK_APICAL_SURFACE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_SURFACE	27/44	0.563445490152071	0.828596309047164	45	27.8333333333333	27.5	0.0667388085445802	11	0.718990497985127	0.750555991973276	1	1.95549277726394	45	42	12	11	20	18	41	33	11	27	28	46
35	gmtcustom44	HALLMARK_BILE_ACID_METABOLISM	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_BILE_ACID_METABOLISM	87/112	0.597536830189969	0.853624043128527	50	40.75	43.5	0.0730410287989492	19	0.637546899182239	-0.489304395270215	-1	1.45915523132247	40	47	49	31	49	19	46	42	33	40	45	48
