Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
14	gmtcustom38	HALLMARK_UV_RESPONSE_UP	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_UP	138/158	5.09346613818733e-11	1.81909504935262e-10	10	6.58333333333333	6.5	4.2445551152552e-12	1	1.03209656716783	1.05497925960404	1	15.7494008023278	6	5	7	9	10	14	5	7	5	2	8	1
15	gmtcustom9	HALLMARK_G2M_CHECKPOINT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT	196/200	1.57952535501928e-10	5.05724887738446e-10	50	33.0833333333333	37.5	1.31627112927802e-11	12	0.574072566832581	0.557411475281803	1	8.29272641403167	21	36	49	39	43	15	12	19	25	49	48	41
16	gmtcustom31	HALLMARK_INFLAMMATORY_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE	114/200	1.61831964076303e-10	5.05724887738446e-10	20	14.5833333333333	15	1.34859970073588e-11	3	0.909294392811595	0.973493387606093	1	13.2198188099698	11	18	19	3	22	16	14	18	6	30	7	11
17	gmtcustom43	HALLMARK_IL2_STAT5_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL2_STAT5_SIGNALING	145/199	2.27084081705888e-10	6.67894357958495e-10	10	14.75	15	1.89236734774602e-11	4	0.95957540721979	1.02827248530826	1	13.7755839285404	16	6	9	7	15	17	27	35	15	7	4	19
18	gmtcustom36	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	44/49	9.12098258859099e-09	2.53360627460861e-08	15	16	14	7.60081885560066e-10	2	0.615017672504206	0.649719785036338	1	7.24162458293761	8	21	13	32	13	18	15	2	11	6	32	21
19	gmtcustom27	HALLMARK_E2F_TARGETS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_E2F_TARGETS	198/200	1.64981296633396e-08	4.3416130692999e-08	45	36.25	40.5	1.37484414900772e-09	19	0.620218964740307	0.570687907567411	1	7.07471413690404	31	43	50	38	44	19	23	22	23	50	49	43
20	gmtcustom13	HALLMARK_ESTROGEN_RESPONSE_EARLY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_EARLY	171/200	4.02562549441415e-08	1.00640637360354e-07	20	26.4166666666667	24	3.35468797390841e-09	13	0.899322429892828	0.928779703178109	1	9.80446798493243	32	41	17	17	26	20	38	42	22	13	13	36
21	gmtcustom30	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	127/200	1.19648246451336e-07	2.73808735803186e-07	10	19.4166666666667	17.5	9.97068775105841e-09	4	0.94065973047094	1.01633655564152	1	9.6153154451836	14	8	21	4	40	39	24	31	7	23	12	10
22	gmtcustom48	HALLMARK_KRAS_SIGNALING_UP	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_UP	130/200	1.20475843753402e-07	2.73808735803186e-07	35	29.4166666666667	32.5	1.00396542004874e-08	6	0.917079797105007	0.903930380536843	1	9.37064941294251	34	23	44	6	45	21	32	34	33	37	20	24
23	gmtcustom28	HALLMARK_MYC_TARGETS_V1	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYC_TARGETS_V1	200/200	1.30162989290161e-07	2.82963020196003e-07	10	22.6666666666667	22	1.08469164212859e-08	3	0.509251121263226	0.484937618262899	1	5.12750812291892	7	9	15	49	23	22	3	9	35	31	47	22
24	gmtcustom25	HALLMARK_PI3K_AKT_MTOR_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PI3K_AKT_MTOR_SIGNALING	92/105	2.17004190051747e-07	4.52092062607805e-07	25	29.0833333333333	25.5	1.80836843029201e-08	12	0.52176095725243	0.515388220243629	1	5.08915214179152	20	25	23	45	30	23	21	12	44	36	44	26
25	gmtcustom4	HALLMARK_MITOTIC_SPINDLE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MITOTIC_SPINDLE	196/199	2.55043155912036e-07	5.10086311824073e-07	50	34.75	36.5	2.12535988104379e-08	18	0.595333853723241	0.569095731460138	1	5.7778742542846	24	30	48	42	47	24	18	20	41	48	43	32
26	gmtcustom14	HALLMARK_ESTROGEN_RESPONSE_LATE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_LATE	162/200	4.21911616728784e-07	8.113684937092e-07	30	24.75	27	3.51593081930377e-08	12	0.939206747085779	0.946780513071479	1	8.89967076173023	29	33	29	12	21	25	31	36	18	18	15	30
27	gmtcustom50	HALLMARK_PANCREAS_BETA_CELLS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PANCREAS_BETA_CELLS	19/40	9.4533238301754e-07	1.75061552410656e-06	15	20.4166666666667	20	7.87777327174074e-08	6	0.632341672330516	0.68103772930692	1	5.61062214701593	37	11	14	25	7	26	33	6	30	11	30	15
28	gmtcustom8	HALLMARK_DNA_REPAIR	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR	145/150	1.0275154981275e-06	1.8348491037991e-06	40	31.25	37	8.56263318358911e-08	12	0.596315644463696	0.568131276882446	1	5.26346793134127	40	14	12	47	36	27	39	38	40	24	42	16
29	gmtcustom20	HALLMARK_APICAL_JUNCTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_JUNCTION	144/200	1.10104347167803e-06	1.86420352632269e-06	30	35.75	35.5	9.17536689428681e-08	27	0.64890264711462	0.643606829627735	1	5.73334948521927	35	27	43	33	46	28	36	40	45	28	39	29
30	gmtcustom37	HALLMARK_P53_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY	177/200	1.11852211579361e-06	1.86420352632269e-06	15	14.5833333333333	15	9.32102241009221e-08	3	0.908601875254591	1.00693985810789	1	8.08593917906025	15	17	20	15	19	29	13	27	8	5	3	4
31	gmtcustom35	HALLMARK_GLYCOLYSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_GLYCOLYSIS	179/200	1.34178447644704e-06	2.16416851039846e-06	30	26.9166666666667	28.5	1.1181544180204e-07	11	0.674218745781171	0.704028526553634	1	5.89361082090503	17	24	28	31	50	30	11	15	37	29	31	20
32	gmtcustom41	HALLMARK_HEME_METABOLISM	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_HEME_METABOLISM	166/200	1.71515626549915e-06	2.67993166484242e-06	35	25.5	27.5	1.42929801150647e-07	7	0.71846198009837	0.673460651907081	1	6.18441918891287	19	7	37	43	32	31	17	21	27	35	28	9
33	gmtcustom16	HALLMARK_MYOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYOGENESIS	123/200	2.66420101980188e-06	4.03666821182103e-06	25	20.9166666666667	21	2.22017022753527e-07	12	0.791871078373516	0.917344439738136	1	6.60839500421476	23	12	18	23	20	32	26	24	19	20	22	12
34	gmtcustom40	HALLMARK_ANGIOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ANGIOGENESIS	24/36	3.4270764655452e-06	5.03981833168411e-06	30	28.25	27	2.85590154051222e-07	14	0.677491583694502	0.709306973118395	1	5.52966837447933	26	40	26	28	14	33	34	16	21	25	34	42
35	gmtcustom47	HALLMARK_SPERMATOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_SPERMATOGENESIS	69/135	3.64650497328032e-06	5.20929281897189e-06	50	41.25	44	3.03875922312681e-07	21	0.688812593951678	0.659409458755137	1	5.60884965488819	47	44	33	21	48	34	48	49	39	47	41	44
