Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
11	gmtcustom48	HALLMARK_KRAS_SIGNALING_UP	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_UP	130/200	1.95536494004862e-15	8.88802245476646e-15	30	19.9166666666667	22	1.62947078337386e-16	4	1.09023946961976	1.13289365811861	1	19.8798131426295	26	17	30	4	31	11	27	27	25	19	6	16
12	gmtcustom3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_CHOLESTEROL_HOMEOSTASIS	69/74	2.31990488065394e-15	9.66627033605807e-15	5	5.83333333333333	5.5	1.93325406721161e-16	1	0.968166861704858	1.01785578364807	1	17.5947820497397	6	3	1	8	5	12	9	10	3	7	4	2
13	gmtcustom43	HALLMARK_IL2_STAT5_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL2_STAT5_SIGNALING	145/199	4.09481903657666e-15	1.57493039868333e-14	10	11.8333333333333	11.5	3.41234919714723e-16	6	1.04366347061975	1.11553385030507	1	18.6870776399527	9	13	13	6	9	13	14	22	8	10	10	15
14	gmtcustom10	HALLMARK_APOPTOSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS	133/161	5.33926075533695e-15	1.77975358511232e-14	5	6.66666666666667	5	4.44938396278081e-16	1	1.05616420555166	1.12251589024882	1	18.8390993444024	3	12	14	7	3	15	4	4	5	5	7	1
15	gmtcustom49	HALLMARK_KRAS_SIGNALING_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_DN	89/200	5.2733653022617e-15	1.77975358511232e-14	40	32.4166666666667	36	4.39447108521807e-16	14	0.980275296583612	-0.748174243438628	-1	17.4770748634869	38	43	27	14	36	14	39	36	49	14	35	44
16	gmtcustom33	HALLMARK_FATTY_ACID_METABOLISM	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_FATTY_ACID_METABOLISM	142/158	9.20886676322432e-15	2.8777708635076e-14	35	25.75	25.5	7.67405563602028e-16	9	0.754931955532802	0.751227646468182	1	13.2270462902504	28	32	9	34	24	16	23	24	35	26	25	33
17	gmtcustom24	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UNFOLDED_PROTEIN_RESPONSE	112/113	4.97953198705141e-12	1.46456823148571e-11	25	27.25	27.5	4.14960998921897e-13	15	0.68203189102766	0.663941214846164	1	9.52888102540002	22	15	32	39	39	17	19	25	32	33	30	24
18	gmtcustom13	HALLMARK_ESTROGEN_RESPONSE_EARLY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_EARLY	171/200	2.36898262798457e-11	6.58050729995715e-11	20	23.75	19.5	1.97415219000858e-12	17	0.838399413869825	0.918222878207245	1	11.0261212702159	24	35	17	17	19	18	32	38	20	17	17	31
19	gmtcustom19	HALLMARK_INTERFERON_GAMMA_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INTERFERON_GAMMA_RESPONSE	135/200	2.6476883057283e-11	6.96760080454815e-11	20	24.9166666666667	24	2.20640692146702e-12	17	0.807062628250099	0.816113133316651	1	10.583492334473	27	20	20	25	38	19	25	26	23	37	22	17
20	gmtcustom7	HALLMARK_IL6_JAK_STAT3_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL6_JAK_STAT3_SIGNALING	55/87	5.17503031996184e-11	1.29375757999046e-10	25	19.75	21	4.31252526673714e-12	5	1.00641361213267	1.04283798770953	1	12.873403423508	21	8	23	19	22	20	24	12	30	32	21	5
21	gmtcustom39	HALLMARK_UV_RESPONSE_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_DN	121/144	4.18687736878736e-10	9.96875563996991e-10	25	18	19	3.48906447465901e-11	9	0.908598595495107	0.966458826766047	1	10.5591537883366	23	9	21	22	23	21	20	17	15	12	15	18
22	gmtcustom30	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	127/200	6.47144057538958e-10	1.47078194895218e-09	15	14.3333333333333	13	5.39286714775753e-11	5	1.24433764355975	1.23895931207783	1	14.2296076697519	11	14	26	5	21	35	13	16	6	13	5	7
23	gmtcustom37	HALLMARK_P53_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY	177/200	6.89552789146608e-10	1.49902780249263e-09	15	14.9166666666667	11.5	5.74627324470447e-11	6	0.99561876952627	1.09845653728818	1	11.3513589033055	18	11	12	10	12	22	22	35	11	6	11	9
24	gmtcustom9	HALLMARK_G2M_CHECKPOINT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT	196/200	9.31326192508268e-10	1.94026290105889e-09	40	39.8333333333333	39.5	7.76105160754842e-11	23	0.580623374081038	0.579201075390418	1	6.48637518430366	36	42	49	38	49	23	30	37	36	50	47	41
25	gmtcustom36	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	44/49	2.49091234660521e-08	4.98182469321041e-08	20	22.25	22.5	2.07576031253597e-09	9	0.680214328898918	0.695499237168196	1	6.36742084529012	16	28	24	35	17	24	21	19	16	9	31	27
26	gmtcustom25	HALLMARK_PI3K_AKT_MTOR_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PI3K_AKT_MTOR_SIGNALING	92/105	2.67051049412979e-08	5.13559710409576e-08	15	24.25	24	2.22542543901368e-09	9	0.532415664355723	0.529311179005637	1	4.94939800751198	15	25	11	44	18	25	15	9	38	29	39	23
27	gmtcustom38	HALLMARK_UV_RESPONSE_UP	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_UP	138/158	5.20174318659691e-08	9.63285775295725e-08	15	13.4166666666667	13.5	4.33478609217779e-09	3	1.05965343612557	1.16330801634071	1	9.5882159437892	14	16	19	12	4	26	17	18	13	3	13	6
28	gmtcustom4	HALLMARK_MITOTIC_SPINDLE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MITOTIC_SPINDLE	196/199	6.47598646600561e-08	1.15642615464386e-07	20	31.8333333333333	31	5.3966555485194e-09	15	0.61916210340287	0.614841169222363	1	5.4898752889788	20	23	39	40	48	27	16	15	34	48	44	28
29	gmtcustom35	HALLMARK_GLYCOLYSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_GLYCOLYSIS	179/200	1.06151147076533e-07	1.8301921909747e-07	20	26	27.5	8.84592935342195e-09	11	0.737629063472762	0.770504401263754	1	6.37060219772553	17	19	37	27	37	28	11	20	29	35	32	20
30	gmtcustom23	HALLMARK_COMPLEMENT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COMPLEMENT	143/200	1.22223373622955e-07	2.03705622704925e-07	10	16.8333333333333	13.5	1.0185281705816e-08	7	0.911368920868689	0.952630676137219	1	7.84324331526012	10	7	29	21	29	29	7	11	9	16	24	10
31	gmtcustom21	HALLMARK_APICAL_SURFACE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_SURFACE	27/44	1.35195029071825e-07	2.18056498502944e-07	50	31.25	34	1.12662531207586e-08	8	1.04541852357341	1.24493210005337	1	8.97366766158792	41	38	25	20	15	30	46	49	48	8	16	39
32	gmtcustom8	HALLMARK_DNA_REPAIR	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR	145/150	3.71123410223024e-07	5.79880328473475e-07	50	36.0833333333333	38.5	3.09269561125395e-08	8	0.661267125958472	0.59655726727285	1	5.26672492907414	50	39	8	47	16	31	50	48	47	25	34	38
33	gmtcustom20	HALLMARK_APICAL_JUNCTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_JUNCTION	144/200	4.92778814099546e-07	7.46634566817493e-07	35	30.6666666666667	31	4.10649104497587e-08	18	0.718707014594791	0.715227459706111	1	5.63135272849846	30	26	18	33	33	32	31	31	45	30	33	26
34	gmtcustom14	HALLMARK_ESTROGEN_RESPONSE_LATE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_LATE	162/200	5.46110460115336e-07	8.0310361781667e-07	35	28.8333333333333	31.5	4.55092164005979e-08	16	0.947147774532028	0.976904085805415	1	7.41916653751268	31	30	38	16	32	33	34	40	21	21	18	32
35	gmtcustom15	HALLMARK_ANDROGEN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ANDROGEN_RESPONSE	91/100	7.69510885350279e-07	1.09930126478611e-06	20	18	19	6.41259297292603e-08	5	0.736745310058734	0.742397729039339	1	5.61404309537801	8	18	22	28	20	34	10	5	14	20	26	11
