Rank	ID	GeneSet	NumGenes	Type	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
15	hsa01210	2-Oxocarboxylic acid metabolism	17/18	Metabolism	0.00284657007470838	0.0372711489582016	5	101.666666666667	56	0.000237524225012309	4	0.623077502731978	0.534532636765442	1	16.6296247454305	47	4	65	190	128	160	18	4	39	258	266	41
16	hsa03010	Ribosome	127/154	Signaling	0.00232216789522336	0.0372711489582016	5	139.083333333333	148.5	0.000193720259510401	4	0.653940530879329	0.653940530879329	1	17.4533710423667	4	106	139	271	174	177	28	34	158	210	267	101
17	hsa03018	RNA degradation	71/77	Signaling	0.00610430893265729	0.0372711489582016	150	155.75	150.5	0.000510121210246699	3	0.900099475877679	1.00829217203248	1	24.0234495982359	147	192	144	242	116	3	214	236	190	84	151	150
18	hsa04010	MAPK signaling pathway	191/255	Signaling	0.00629753896190303	0.0372711489582016	10	39.25	16.5	0.000526315789473684	1	1.52592013669531	1.76568033513107	1	40.7268478984088	14	38	176	10	1	93	9	68	19	12	8	23
19	hsa04012	ErbB signaling pathway	69/86	Signaling	0.00629753896190303	0.0372711489582016	30	63.75	55.5	0.000526315789473684	25	1.05623011442866	1.26488263801212	1	28.1906374299226	101	43	80	164	25	33	68	83	28	74	38	28
20	hsa04024	cAMP signaling pathway	120/198	Signaling	0.00629753896190303	0.0372711489582016	250	152.75	151.5	0.000526315789473684	2	1.13913273815216	1.4174952286845	1	30.4033408941608	250	223	2	44	14	94	272	257	287	112	87	191
21	hsa04066	HIF-1 signaling pathway	79/101	Signaling	0.00629753896190303	0.0372711489582016	65	61.9166666666667	61	0.000526315789473684	7	0.874727309660909	0.901622590569623	1	23.3462565546198	60	64	7	153	7	52	62	95	50	87	29	77
22	hsa04210	Apoptosis	114/138	Signaling	0.00629753896190303	0.0372711489582016	25	28.75	24.5	0.000526315789473684	2	1.16784062637277	1.34835640557804	1	31.169565663217	51	22	3	42	2	36	27	80	17	22	16	27
23	hsa04261	Adrenergic signaling in cardiomyocytes	96/144	Signaling	0.00629753896190303	0.0372711489582016	90	87.3333333333333	81.5	0.000526315789473684	18	1.13674986479036	1.34571243363426	1	30.3397410717947	88	56	180	59	18	66	76	121	87	105	116	76
24	hsa04320	Dorso-ventral axis formation	22/28	Signaling	0.00143358067879475	0.0372711489582016	70	78.9166666666667	76.5	0.000119543623983923	6	0.782237315112076	0.838742107373764	1	20.877662411832	67	86	94	170	96	6	63	47	7	67	144	100
25	hsa04350	TGF-beta signaling pathway	65/84	Signaling	0.00629753896190303	0.0372711489582016	185	130.75	126.5	0.000526315789473684	9	1.00611638352648	1.11844245422013	1	26.853082344296	182	120	34	185	9	92	196	255	208	53	133	102
26	hsa04662	B cell receptor signaling pathway	53/71	Signaling	0.00262079728988436	0.0372711489582016	15	51.3333333333333	34.5	0.000218662555799841	7	1.16605523526153	1.15510678245518	1	31.1219128758936	26	11	121	135	43	117	21	15	9	46	65	7
27	hsa04670	Leukocyte transendothelial migration	73/114	Signaling	0.00629753896190303	0.0372711489582016	25	85	59.5	0.000526315789473684	15	1.17034599602599	1.20603779577451	1	31.2364349595299	22	48	143	71	17	132	15	27	286	117	109	33
28	hsa04710	Circadian rhythm	28/31	Signaling	0.00500091316759312	0.0372711489582016	20	42	27.5	0.000417701036983261	12	1.0952554594145	1.0952554594145	1	29.232239156923	23	20	17	138	37	16	81	72	12	32	42	14
29	hsa04713	Circadian entrainment	56/96	Signaling	0.00629753896190303	0.0372711489582016	170	87.6666666666667	92.5	0.000526315789473684	12	1.62796012528592	2.03792196355066	1	43.4503351187689	166	79	118	20	12	106	166	172	20	15	115	63
30	hsa04726	Serotonergic synapse	61/113	Signaling	0.00276738072436563	0.0372711489582016	10	61.4166666666667	52.5	0.000230908086761763	8	1.46895246451601	1.6623006715259	1	39.2063584383753	64	8	83	8	91	137	25	57	173	35	48	8
31	hsa04728	Dopaminergic synapse	87/130	Signaling	0.00536638806859475	0.0372711489582016	80	97	82	0.000448302719896079	14	1.43895192052613	1.56622729074839	1	38.4056321810636	78	14	273	97	85	162	37	79	160	28	136	15
32	hsa04744	Phototransduction	12/28	Signaling	0.00629753896190303	0.0372711489582016	225	131.416666666667	85	0.000526315789473684	23	1.07514958614859	-0.983735628475476	-1	28.6956055326918	264	225	23	77	23	40	281	213	68	47	93	223
33	hsa04750	Inflammatory mediator regulation of TRP channels	68/97	Signaling	0.00211896251136082	0.0372711489582016	25	103.25	84	0.000176751934940332	6	0.943611387791026	-0.928368936471256	-1	25.1847995519768	112	25	183	95	180	25	73	59	52	242	187	6
34	hsa04915	Estrogen signaling pathway	76/98	Signaling	0.00629753896190303	0.0372711489582016	25	52.75	48	0.000526315789473684	5	1.43189622559641	1.90139478843246	1	38.2173129227289	82	57	78	17	22	21	97	125	43	33	5	53
35	hsa04917	Prolactin signaling pathway	55/70	Signaling	0.00629753896190303	0.0372711489582016	40	97.1666666666667	94	0.000526315789473684	23	1.54856982108773	1.89152897878475	1	41.3313768369159	145	46	150	39	26	118	133	117	259	23	71	39
