Rank	ID	GeneSet	NumGenes	Type	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
11	hsa00830	Retinol metabolism	42/65	Metabolism	0.00238194610357546	0.0751518392957429	185	141.916666666667	152.5	0.000198712541551066	1	0.356741950611437	-0.364689749266104	-1	39.7344821664154	143	190	182	1	132	129	164	162	109	184	124	183
12	hsa00970	Aminoacyl-tRNA biosynthesis	44/66	Signaling	0.00316355441410702	0.0751518392957429	5	34.5833333333333	10	0.000264012561812822	1	0.581738382306812	-0.581738382306812	-1	64.7949474398243	2	1	31	194	1	16	2	16	4	18	129	1
13	hsa00982	Drug metabolism - cytochrome P450	46/70	Metabolism	0.00617778336273471	0.0751518392957429	135	184.583333333333	202.5	0.0005162787509076	2	0.504347950895232	-0.504347950895232	-1	56.1750764300038	245	240	181	2	134	164	266	254	121	253	131	224
14	hsa01040	Biosynthesis of unsaturated fatty acids	21/23	Metabolism	0.00584131177942553	0.0751518392957429	145	156.416666666667	167	0.000488084095726071	6	0.173514231998276	0.2045509631627	1	19.3262834904119	142	224	128	177	184	6	157	206	42	251	133	227
15	hsa03030	DNA replication	34/36	Signaling	0.00629753896190303	0.0751518392957429	15	72.9166666666667	67	0.000526315789473684	5	0.702922994246619	0.702922994246619	1	78.2926848763933	35	91	12	154	5	128	49	69	13	65	146	108
16	hsa03320	PPAR signaling pathway	54/72	Signaling	0.00105433153779226	0.0751518392957429	155	106.333333333333	73	8.79034476211465e-05	1	0.897814365624346	-0.897814365624346	-1	100	152	154	58	88	30	1	265	281	52	37	16	142
17	hsa03410	Base excision repair	33/33	Signaling	0.00209019015538853	0.0751518392957429	135	109.166666666667	132.5	0.000174349603636972	2	0.246681631743468	0.271744818669013	1	27.4757864253853	134	185	13	193	34	2	131	182	68	28	150	190
18	hsa04210	Apoptosis	114/138	Signaling	0.00629753896190303	0.0751518392957429	105	110.333333333333	112.5	0.000526315789473684	1	0.644769200747776	-0.644769200747776	-1	71.8154216082011	101	111	1	150	4	235	124	197	114	8	175	104
19	hsa04520	Adherens junction	66/72	Signaling	0.00629753896190303	0.0751518392957429	10	69.8333333333333	52.5	0.000526315789473684	6	0.754016164845677	-0.754016164845677	-1	83.9835245837518	6	71	6	232	8	55	8	11	50	120	186	85
20	hsa04530	Tight junction	131/170	Signaling	0.00629753896190303	0.0751518392957429	30	87.8333333333333	63	0.000526315789473684	7	0.569823407010399	-0.569823407010399	-1	63.4678382834731	27	24	81	250	7	50	31	132	76	145	187	44
21	hsa04621	NOD-like receptor signaling pathway	116/170	Signaling	0.00351526137925976	0.0751518392957429	5	50.9166666666667	15.5	0.000293411482117506	1	0.533575503580167	-0.533575503580167	-1	59.4304883650661	9	3	2	92	13	188	1	18	59	27	192	7
22	hsa04672	Intestinal immune network for IgA production	12/49	Signaling	0.00665698345202176	0.0751518392957429	5	49.8333333333333	14.5	0.000556448458071438	2	0.41760438026212	-0.4522942250542	-1	46.5134376957247	14	4	75	15	106	29	6	2	9	132	202	4
23	hsa04910	Insulin signaling pathway	115/138	Signaling	0.00629753896190303	0.0751518392957429	90	129	121.5	0.000526315789473684	10	0.707079275686602	-0.707079275686602	-1	78.7556182034169	87	113	20	255	10	277	123	147	155	24	217	120
24	hsa05012	Parkinson's disease	122/142	Disease	0.00412545383469191	0.0751518392957429	20	111.416666666667	77	0.000344439583413977	4	0.161357652881055	0.163116562156359	1	17.9722641110156	4	73	138	254	240	18	16	39	16	214	244	81
25	hsa05150	Staphylococcus aureus infection	18/56	Disease	0.00524435064038083	0.0751518392957429	5	89.6666666666667	15.5	0.000438083223171721	2	0.305317740359041	0.317823904697448	1	34.0067707288071	5	2	221	18	225	61	12	13	2	255	260	2
26	hsa05222	Small cell lung cancer	75/84	Disease	0.00629753896190303	0.0751518392957429	140	113.916666666667	122.5	0.000526315789473684	3	0.863824626938576	-0.863824626938576	-1	96.2141681111626	140	152	4	39	3	272	140	230	105	104	24	154
27	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	44/72	Disease	0.00629753896190303	0.0751518392957429	10	33.75	11.5	0.000526315789473684	6	0.863824626938576	-0.863824626938576	-1	96.2141681111626	8	56	66	96	6	12	11	9	10	61	10	60
28	hsa04710	Circadian rhythm	28/31	Signaling	0.00914690801447072	0.0940824824345559	10	97.1666666666667	92	0.000765456708039022	3	0.531936925389318	-0.531936925389318	-1	54.105217604612	10	8	156	181	156	163	10	3	28	242	203	6
29	hsa05132	Salmonella infection	67/86	Disease	0.0108781704448254	0.108031485796887	35	102.5	81.5	0.000911065590865635	3	0.250097777055222	-0.313366123519543	-1	23.9503969250632	31	18	174	89	94	191	3	10	271	74	253	22
30	hsa04060	Cytokine-cytokine receptor interaction	108/270	Signaling	0.0123650717628063	0.112366236423864	25	42.25	27	0.00103630893988965	3	0.741661151785883	-0.709860273713512	-1	69.7689443310646	11	25	22	3	73	62	28	99	23	100	35	26
31	hsa04920	Adipocytokine signaling pathway	50/69	Signaling	0.011745724979677	0.112366236423864	10	68.6666666666667	36	0.000984119683423241	7	0.655059862428709	-0.655059862428709	-1	61.6222569822841	7	39	8	142	21	120	33	41	136	21	224	32
32	hsa05131	Shigellosis	58/65	Disease	0.0124851373804294	0.112366236423864	235	127.333333333333	146	0.00104642974065726	4	0.194777329134349	-0.242587213552306	-1	18.3229260059475	42	26	205	217	232	131	4	4	234	161	252	20
33	hsa04964	Proximal tubule bicarbonate reclamation	17/23	Signaling	0.0143625115338363	0.12534555520439	15	99.5833333333333	81	0.00120482783967921	5	0.810850119510029	-0.810850119510029	-1	72.4633581018992	24	14	253	46	168	114	48	5	140	137	232	14
34	hsa04144	Endocytosis	223/260	Signaling	0.0148903222837359	0.126129788756351	60	96.75	73.5	0.00124941017583228	5	0.556229110254678	-0.467188768540227	-1	49.5593082088944	28	16	103	263	87	206	5	59	60	151	172	11
35	hsa04640	Hematopoietic cell lineage	34/97	Signaling	0.0153895508806283	0.126634018674884	55	57.6666666666667	50	0.00129159843129564	4	0.781825857066257	-0.781825857066257	-1	69.5254628363835	46	55	91	4	54	20	128	116	6	126	5	41
