Rank	ID	GeneSet	NumGenes	Type	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
14	hsa05211	Renal cell carcinoma	58/65	Disease	9.27149870499452e-08	2.85177180502912e-06	10	37.4166666666667	28	7.72624924915084e-09	4	0.784569187888289	0.773325922607712	1	25.5043208395059	7	83	13	135	39	6	9	4	47	47	42	17
15	hsa04012	ErbB signaling pathway	69/86	Signaling	1.58894779752889e-07	2.860106035552e-06	15	25.25	15.5	1.32412326103904e-08	4	0.816711885948446	0.871633016347378	1	26.5431424221204	16	4	11	105	37	15	16	6	14	22	43	14
16	hsa04913	Ovarian steroidogenesis	33/50	Signaling	1.54061515793093e-07	2.860106035552e-06	275	159	194	1.28384605559678e-08	7	1.76082060264883	-0.869164556869423	-1	57.227067908732	281	265	271	10	113	14	275	270	146	14	7	242
17	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	17/20	Metabolism	2.41066801369529e-07	3.43764981499808e-06	50	60	62.5	2.00889023337293e-08	3	1.37369243236721	-0.950647158185563	-1	44.0019313119378	46	86	71	47	99	34	76	54	3	11	93	100
18	hsa04080	Neuroactive ligand-receptor interaction	69/278	Signaling	2.47332606187097e-07	3.43764981499808e-06	165	98.25	122.5	2.06110528520765e-08	8	1.37156098936897	-1.18504781821205	-1	43.9336566994635	120	165	161	8	172	16	125	132	19	74	14	173
19	hsa04122	Sulfur relay system	8/8	Signaling	2.20044803453028e-07	3.43764981499808e-06	130	144.5	130	2.00040750419994e-08	2	0.947154462081059	-0.947154462081059	-1	30.3390209498099	126	101	203	284	133	235	162	115	2	131	113	129
20	hsa04140	Regulation of autophagy	116/127	Signaling	2.21885667543739e-07	3.43764981499808e-06	10	73	50	1.84904741757485e-08	1	0.722643492175625	0.715036091757075	1	23.147461297865	6	14	84	219	136	111	1	9	16	115	152	13
21	hsa05169	Epstein-Barr virus infection	164/202	Disease	2.50661965676943e-07	3.43764981499808e-06	65	62.4166666666667	43	2.08884995395569e-08	2	0.720155324014782	0.725462740905094	1	23.0677600264291	12	12	25	200	64	64	2	17	61	110	176	6
22	hsa05217	Basal cell carcinoma	41/55	Disease	2.65030671674718e-07	3.46949242919631e-06	20	102.25	33.5	2.20858919890528e-08	1	1.19989873625582	1.34109186641356	1	38.4067840829916	226	264	17	3	25	17	173	183	42	18	1	258
23	hsa04530	Tight junction	131/170	Signaling	3.47581784317289e-07	4.35232842971214e-06	5	60.0833333333333	25.5	2.89651533074976e-08	3	0.650247149506122	0.659958385751528	1	20.4378571474155	4	5	26	207	3	19	8	25	79	104	208	33
24	hsa04340	Hedgehog signaling pathway	38/47	Signaling	3.71542896352351e-07	4.45851475622821e-06	50	133.166666666667	92.5	3.09619133018824e-08	20	0.877603210963356	0.922267079924365	1	27.5301189367162	264	231	49	99	50	20	224	245	37	43	86	250
25	hsa03040	Spliceosome	127/134	Signaling	4.06897532747195e-07	4.50717267043047e-06	10	97.6666666666667	92	3.39081340526208e-08	4	0.657190668008124	0.656350661080071	1	20.5976050870964	9	13	108	262	158	178	4	7	87	97	244	5
26	hsa04668	TNF signaling pathway	90/108	Signaling	3.92628592083693e-07	4.50717267043047e-06	5	51.25	57	3.27190552282583e-08	5	1.03272104452191	1.13469731355845	1	32.3676314667585	72	69	5	6	48	21	62	91	120	52	5	64
27	hsa04141	Protein processing in endoplasmic reticulum	153/166	Signaling	4.50416341380911e-07	4.80444097472972e-06	5	65.3333333333333	34.5	3.75347028637715e-08	2	0.816462671305705	0.810352968809112	1	25.4567978679638	2	28	105	249	2	157	5	20	53	23	99	41
28	hsa03320	PPAR signaling pathway	54/72	Signaling	4.77416874435677e-07	4.91057356562411e-06	140	131.833333333333	144	3.97847482418494e-08	22	0.98728959457962	1.26871020934605	1	30.7282188164535	167	149	164	52	156	22	155	139	269	72	100	137
29	hsa04064	NF-kappa B signaling pathway	65/95	Signaling	5.65416789388698e-07	5.61517363254983e-06	10	58.5833333333333	59.5	4.71180779930126e-08	8	0.762815600558978	0.818226762033638	1	23.4812390569978	44	96	10	72	8	23	61	78	32	58	132	89
30	hsa05164	Influenza A	113/173	Disease	6.79078056957467e-07	6.51914934679169e-06	10	28.5	20.5	5.65898556930504e-08	2	0.855470967850569	0.867450437401969	1	26.0082937624682	5	7	2	64	27	72	6	16	25	49	62	7
31	hsa04144	Endocytosis	223/260	Signaling	7.15965341015417e-07	6.65154897459484e-06	20	83.1666666666667	61	5.96637979966759e-08	7	0.688830633913691	0.696980419223445	1	20.9067150856012	17	17	23	259	62	117	7	60	111	83	230	12
32	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	16/24	Metabolism	9.07291710255502e-07	8.16562539229952e-06	165	157	164.5	7.56076739621459e-08	24	0.702227756886194	-0.53959263692593	-1	20.9466566500069	186	221	101	165	126	24	191	164	122	178	160	246
33	hsa04380	Osteoclast differentiation	85/130	Signaling	1.02828563598914e-06	8.9741291868143e-06	20	20.25	17.5	8.56905100514993e-08	4	0.961206082961587	0.990676199915437	1	28.4407480888268	11	8	35	18	12	57	17	19	4	32	22	8
34	hsa04068	FoxO signaling pathway	110/132	Signaling	1.12187945206963e-06	9.50297888811925e-06	15	33.9166666666667	23.5	9.34900024112141e-08	10	0.966630864933341	1.00230596497199	1	28.4603368847102	15	15	112	42	31	25	10	13	22	69	11	42
35	hsa03018	RNA degradation	71/77	Signaling	1.21672339449517e-06	1.00118953604174e-05	65	81.9166666666667	67.5	1.01393672751634e-07	9	0.702577951673476	0.690653878826338	1	20.5924620198417	55	70	9	239	97	26	65	107	85	65	147	18
