Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
13	gmtcustom7	HALLMARK_IL6_JAK_STAT3_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL6_JAK_STAT3_SIGNALING	55/87	0.00058138955341121	0.00223611366696619	15	9.83333333333333	11	4.84620444981892e-05	3	1.49370734223372	1.49370734223372	1	3.79987096506354	13	3	15	11	11	4	6	4	12	14	17	8
14	gmtcustom49	HALLMARK_KRAS_SIGNALING_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_DN	88/200	0.00109563528654563	0.0039129831662344	40	34.5	39	9.13488219133477e-05	4	2.09319593615741	2.09319593615741	1	4.83670500518882	44	39	32	4	39	48	45	49	49	17	11	37
15	gmtcustom30	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	138/200	0.00183934454568816	0.00613114848562721	30	22.3333333333333	25	0.00015340808319441	5	1.37312302060726	1.37312302060726	1	2.91580554245615	27	27	26	5	24	13	35	35	17	26	12	21
16	gmtcustom26	HALLMARK_MTORC1_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MTORC1_SIGNALING	193/200	0.00450313900922516	0.0140723094038286	20	21.0833333333333	18.5	0.000376038336644837	10	1.58875212256705	1.58875212256705	1	2.82348451920245	10	18	24	43	29	19	11	15	18	22	26	18
17	gmtcustom14	HALLMARK_ESTROGEN_RESPONSE_LATE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_LATE	162/200	0.00490219087907059	0.0144182084678547	15	18.4166666666667	19	0.00040943666048143	7	2.18805995518329	2.18805995518329	1	3.86641510681977	18	12	21	22	31	30	12	20	24	7	13	11
18	gmtcustom23	HALLMARK_COMPLEMENT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COMPLEMENT	151/200	0.0068887190095899	0.0191353305821942	15	19.8333333333333	16.5	0.000575880431115507	8	2.88476977217725	3.50627747592648	1	4.75719136326264	21	13	31	8	34	41	15	18	10	15	19	13
19	gmtcustom29	HALLMARK_MYC_TARGETS_V2	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYC_TARGETS_V2	58/58	0.00816573572092874	0.0214887782129704	15	20.25	22.5	0.000683038119414063	8	2.01314244580601	2.01314244580601	1	3.22247576708211	12	28	14	32	15	8	26	25	23	11	22	27
20	gmtcustom42	HALLMARK_COAGULATION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COAGULATION	99/138	0.0109213202557861	0.0273033006394654	25	22.1666666666667	21	0.00091469771511982	7	2.58570144969933	2.58570144969933	1	3.88087750030069	25	21	40	7	21	28	29	30	11	21	16	17
21	gmtcustom46	HALLMARK_ALLOGRAFT_REJECTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ALLOGRAFT_REJECTION	105/200	0.0226165765533372	0.0538489917936599	15	21.25	21	0.00190453857167646	10	1.75276750680742	1.75276750680742	1	2.13451123307361	22	11	35	21	42	29	10	11	13	28	21	12
22	gmtcustom5	HALLMARK_WNT_BETA_CATENIN_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_WNT_BETA_CATENIN_SIGNALING	38/42	0.0451240630317164	0.102554688708446	35	25.3333333333333	29	0.0038404279442101	10	1.66380535253404	1.66380535253404	1	1.57939455058411	33	34	20	10	10	45	36	33	25	10	14	34
23	gmtcustom39	HALLMARK_UV_RESPONSE_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_DN	126/144	0.0473905788746112	0.103022997553503	15	26.5	27.5	0.00403768493796044	9	1.39572897781011	1.39572897781011	1	1.32226579032778	37	38	11	27	14	11	44	48	28	9	15	36
24	gmtcustom24	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UNFOLDED_PROTEIN_RESPONSE	111/113	0.0584835375799147	0.121840703291489	15	25.1666666666667	23	0.00500936488303529	13	1.40250132019556	1.40250132019556	1	1.23060683395412	14	19	42	38	38	36	13	13	15	23	28	23
25	gmtcustom15	HALLMARK_ANDROGEN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ANDROGEN_RESPONSE	89/100	0.0729632948207453	0.145926589641491	20	21.5833333333333	20	0.00629362155169818	12	0.837943825060509	0.837943825060509	1	0.672230933832832	15	20	22	36	16	14	18	12	20	25	39	22
26	gmtcustom35	HALLMARK_GLYCOLYSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_GLYCOLYSIS	175/200	0.0798694676305927	0.153595130058832	15	26.3333333333333	24.5	0.00691264167862596	14	1.35392972743763	1.35392972743763	1	1.05727878105141	29	14	39	35	41	37	20	23	14	24	25	15
27	gmtcustom36	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	46/49	0.10751012538362	0.199092824784482	30	21.5833333333333	23.5	0.00943356462657935	10	3.52965178393244	3.52965178393244	1	2.37459198969103	16	29	28	23	19	10	24	26	16	13	29	26
28	gmtcustom19	HALLMARK_INTERFERON_GAMMA_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INTERFERON_GAMMA_RESPONSE	138/200	0.114419865146743	0.204321187762042	20	22.25	21	0.010074931821968	3	1.32775648882024	1.22650493576978	1	0.878900023435366	36	16	3	20	36	21	16	28	21	30	24	16
29	gmtcustom3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_CHOLESTEROL_HOMEOSTASIS	67/74	0.19444360470269	0.324072674504484	20	23.3333333333333	21.5	0.0178571428571429	14	1.35890323919951	1.35890323919951	1	0.638236351294204	26	17	37	31	17	20	23	14	34	19	23	19
30	gmtcustom22	HALLMARK_HEDGEHOG_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_HEDGEHOG_SIGNALING	24/36	0.19444360470269	0.324072674504484	45	32.25	41	0.0178571428571429	4	0.747553914468849	0.747553914468849	1	0.351097560112168	42	45	4	28	7	27	40	42	42	20	42	48
31	gmtcustom33	HALLMARK_FATTY_ACID_METABOLISM	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_FATTY_ACID_METABOLISM	136/158	0.225626810756591	0.363914210897728	20	31.5833333333333	27	0.0210830260833481	14	0.824163347868854	0.824163347868854	1	0.347246251968967	20	24	50	41	46	17	14	19	29	50	44	25
32	gmtcustom16	HALLMARK_MYOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYOGENESIS	130/200	0.246217524470075	0.384714881984493	50	37.5	42	0.0232790502313352	17	1.38781728543084	1.38781728543084	1	0.552586322961786	50	43	34	17	45	25	49	46	48	34	18	41
33	gmtcustom32	HALLMARK_XENOBIOTIC_METABOLISM	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_XENOBIOTIC_METABOLISM	155/200	0.255335947326141	0.386872647463849	25	26.75	24.5	0.0242691589279144	19	1.39981415959347	1.39981415959347	1	0.55409975038202	24	23	29	33	25	50	25	24	19	29	20	20
34	gmtcustom11	HALLMARK_NOTCH_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_NOTCH_SIGNALING	30/32	0.353648451213187	0.520071251784099	35	28.25	29.5	0.0357142857142857	6	0.935958859530573	0.935958859530573	1	0.255053621023313	35	33	16	24	6	12	39	44	44	27	27	32
35	gmtcustom40	HALLMARK_ANGIOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ANGIOGENESIS	27/36	0.390742503365278	0.558203576236111	25	31.0833333333333	29.5	0.0404519214045238	13	0.747622102055617	0.747622102055617	1	0.181677641845493	34	22	48	29	13	23	30	21	41	42	46	24
