Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance
11	gmtcustom6	HALLMARK_TGF_BETA_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_TGF_BETA_SIGNALING	52/54	2.44969580953383e-05	0.000107606106817326	5	9.04166666666667	6.25	3.40239638656211e-07	1	1.47292467496129	1.47292467496129	1	6.53016782668491
12	gmtcustom37	HALLMARK_P53_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY	183/200	2.58254656361582e-05	0.000107606106817326	10	15.125	11	3.5869159010401e-07	4	1.46277990256621	1.52240802009891	1	5.20736875476276
13	gmtcustom14	HALLMARK_ESTROGEN_RESPONSE_LATE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_LATE	162/200	0.000416027890371111	0.00160010727065812	15	18.8333333333333	17	5.7793507159232e-06	4	1.99897370067712	2.03910196905763	1	4.57167303486914
14	gmtcustom30	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	138/200	0.00072734862308218	0.00259767365386493	30	23.4583333333333	26	1.01056887903286e-05	4	1.35873486887537	1.35873486887537	1	3.3398679194507
15	gmtcustom42	HALLMARK_COAGULATION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COAGULATION	99/138	0.00207792892842325	0.00692642976141082	20	20.9583333333333	18	2.88897329349279e-05	4	2.38306785431689	2.38306785431689	1	4.24152179045162
16	gmtcustom17	HALLMARK_PROTEIN_SECRETION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PROTEIN_SECRETION	92/96	0.00313395548452716	0.00979361088914738	45	38.9027777777778	44	4.35945581661095e-05	3	0.211449735888625	-0.0902323374051325	-0.333333333333333	0.230446688396109
17	gmtcustom7	HALLMARK_IL6_JAK_STAT3_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL6_JAK_STAT3_SIGNALING	55/87	0.00348327104191561	0.0102449148291636	15	16.0972222222222	13	4.84620444981892e-05	2	1.27286622074083	1.28366060007545	1	2.71756947114223
18	gmtcustom27	HALLMARK_E2F_TARGETS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_E2F_TARGETS	200/200	0.00408008523443772	0.0111132114142356	30	30.5416666666667	30.25	5.67821585576103e-05	3	1.20888099376134	0.68823356766491	0.333333333333333	2.46803342473277
19	gmtcustom9	HALLMARK_G2M_CHECKPOINT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT	198/200	0.00422683443713781	0.0111132114142356	30	30.0555555555556	31.5	5.882872444325e-05	1	1.13451682815126	0.936616598265206	0.666666666666667	1.30803176328862
20	gmtcustom4	HALLMARK_MITOTIC_SPINDLE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MITOTIC_SPINDLE	198/199	0.00444528456569424	0.0111132114142356	45	37.6666666666667	42.75	6.18757831359752e-05	4	0.654525538890374	0.687522977764204	1	0.653906854859109
21	gmtcustom49	HALLMARK_KRAS_SIGNALING_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_DN	88/200	0.00655583175182888	0.0156091232186402	40	30.3333333333333	34.5	9.13488219133477e-05	2	1.94934887367344	1.99655160084044	1	3.62869150972773
22	gmtcustom29	HALLMARK_MYC_TARGETS_V2	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYC_TARGETS_V2	58/58	0.019099151644933	0.0434071628293931	15	23.4166666666667	23.5	0.000267796032601725	3	1.62697677599969	1.62697677599969	1	2.22675195803454
23	gmtcustom23	HALLMARK_COMPLEMENT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COMPLEMENT	151/200	0.0269072864663374	0.0560568468048697	15	19.4305555555556	16.5	0.000378760405949246	4	2.3464363357407	2.45002095303224	1	4.19432142408763
24	gmtcustom26	HALLMARK_MTORC1_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MTORC1_SIGNALING	193/200	0.0267164803008461	0.0560568468048697	25	24.6944444444444	23.75	0.000376038336644837	5	1.28649483344717	1.29413417567469	1	1.58080062111447
25	gmtcustom36	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	46/49	0.0403156615904827	0.0806313231809655	20	23.5972222222222	22.75	0.000571376462655178	4	2.05118172144712	1.5538647169845	0.666666666666667	1.72603599815381
26	gmtcustom39	HALLMARK_UV_RESPONSE_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_DN	126/144	0.0429577060565317	0.0826109731856378	30	26.3611111111111	27.5	0.000609643178249682	2	1.38605009233635	1.3944646580253	1	1.86249331094789
27	gmtcustom40	HALLMARK_ANGIOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ANGIOGENESIS	27/36	0.0545126138409073	0.100311482929914	25	30.9583333333333	32	0.000778234960936829	3	0.533903338707815	0.461712329665455	0.666666666666667	0.469242639518346
28	gmtcustom15	HALLMARK_ANDROGEN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ANDROGEN_RESPONSE	89/100	0.0561744304407519	0.100311482929914	30	23.5694444444444	27.75	0.00080264864842827	1	0.806486337726984	0.866311203539138	1	0.994637750060673
29	gmtcustom22	HALLMARK_HEDGEHOG_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_HEDGEHOG_SIGNALING	24/36	0.122513718455552	0.211230549061296	25	26.5833333333333	30.75	0.0018135473838423	2	0.708015141826562	0.294407134937288	0	0.545028624965339
30	gmtcustom46	HALLMARK_ALLOGRAFT_REJECTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ALLOGRAFT_REJECTION	105/200	0.128254298927027	0.213757164878379	20	22.6805555555556	20.75	0.00190453857167646	2	1.08860204645789	1.08782404387676	1	1.32090319022992
31	gmtcustom21	HALLMARK_APICAL_SURFACE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_SURFACE	28/44	0.135415648541584	0.218412336357394	50	34.6111111111111	37.25	0.00201888161812481	2	0.403048015952835	-0.065300499565199	-0.333333333333333	0.0875309376379166
32	gmtcustom20	HALLMARK_APICAL_JUNCTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_JUNCTION	146/200	0.1864245083338	0.283984911531213	35	33.9722222222222	36	0.00286140610168017	8	1.14843445261136	1.06605075037301	0.666666666666667	0.688835130237802
33	gmtcustom16	HALLMARK_MYOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYOGENESIS	130/200	0.1874300416106	0.283984911531213	45	33.3611111111111	39	0.0028785333032833	5	1.20114974417411	1.20114974417411	1	0.648807743448239
34	gmtcustom19	HALLMARK_INTERFERON_GAMMA_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INTERFERON_GAMMA_RESPONSE	138/200	0.194526237201834	0.286067995885051	20	25.9027777777778	25.5	0.003	3	1.14422483107417	0.0456951910142495	0	0.988655904705184
35	gmtcustom5	HALLMARK_WNT_BETA_CATENIN_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_WNT_BETA_CATENIN_SIGNALING	38/42	0.241978201050134	0.345683144357335	35	23.7361111111111	26.5	0.0038404279442101	4	1.62602124685748	1.72696186871056	1	1.17280854126363
