Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance
15	gmtcustom49	HALLMARK_KRAS_SIGNALING_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_DN	89/200	1.53471445717963e-14	5.11571485726542e-14	40	30.9166666666667	35.5	4.26309571438786e-16	6	0.951435488799351	-0.685294142508831	-1	13.8756770694117
16	gmtcustom33	HALLMARK_FATTY_ACID_METABOLISM	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_FATTY_ACID_METABOLISM	142/158	2.49055712469111e-14	7.78299101465972e-14	35	29.1666666666667	25.5	6.91821423525315e-16	5	0.733888018890808	0.326212740766988	0.333333333333333	9.79671123901803
17	gmtcustom24	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UNFOLDED_PROTEIN_RESPONSE	112/113	1.3420643434349e-11	3.94724806892619e-11	35	24.4722222222222	28.5	3.72795650956571e-13	1	0.728767395393228	0.256275707654164	0.333333333333333	17.5953099821691
18	gmtcustom19	HALLMARK_INTERFERON_GAMMA_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INTERFERON_GAMMA_RESPONSE	135/200	5.64735848656644e-11	1.5687106907129e-10	25	23.9166666666667	24	1.56871069075596e-12	4	0.713614577707877	0.362779652465366	0.333333333333333	16.1762148910547
19	gmtcustom13	HALLMARK_ESTROGEN_RESPONSE_EARLY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_EARLY	171/200	6.72679429763063e-11	1.77020902569227e-10	20	25.1944444444444	24.5	1.86855397162516e-12	13	0.846243048564707	0.425316600044937	0.333333333333333	7.57216723891089
20	gmtcustom7	HALLMARK_IL6_JAK_STAT3_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL6_JAK_STAT3_SIGNALING	55/87	1.45116696943225e-10	3.45515945102918e-10	25	20.25	21	4.03101935981838e-12	1	0.889774763604121	0.472224655861669	0.333333333333333	16.6226497374549
21	gmtcustom38	HALLMARK_UV_RESPONSE_UP	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_UP	138/158	1.40336834075053e-10	3.45515945102918e-10	15	14.8888888888889	13	3.89824539123961e-12	1	1.01768369855896	0.617935088599621	0.333333333333333	20.1073841507076
22	gmtcustom9	HALLMARK_G2M_CHECKPOINT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT	196/200	4.36607940764569e-10	9.92290774464929e-10	40	34.8888888888889	37.5	1.21279983571453e-11	12	0.682993684216751	0.192596729909132	0.333333333333333	5.27033495524073
23	gmtcustom39	HALLMARK_UV_RESPONSE_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_DN	121/144	1.23214436803135e-09	2.67857471311163e-09	25	20.4444444444444	19	3.42262324658154e-11	2	0.958081030956176	0.432903630857407	0.333333333333333	22.7123184277647
24	gmtcustom30	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	127/200	1.9388254353782e-09	3.89466336003317e-09	15	16.4166666666667	12.5	5.38562621445974e-11	2	1.07163424903018	0.50815888245991	0.333333333333333	19.4464916260509
25	gmtcustom37	HALLMARK_P53_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY	177/200	1.94733168001658e-09	3.89466336003317e-09	15	19.6388888888889	14	5.40925467183322e-11	3	0.938161889597079	0.549868526335267	0.333333333333333	6.88146557065489
26	gmtcustom36	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	44/49	2.51407859464751e-08	4.83476652816829e-08	20	26.6388888888889	22.5	6.9835517371461e-10	2	0.516676210257761	0.444463079658182	0.333333333333333	4.76560111920521
27	gmtcustom27	HALLMARK_E2F_TARGETS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_E2F_TARGETS	198/200	4.50482228195275e-08	8.34226348509769e-08	50	35.75	40.5	1.25133955016703e-09	5	0.524696203223861	0.515083937142319	1	5.0956399052557
28	gmtcustom25	HALLMARK_PI3K_AKT_MTOR_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PI3K_AKT_MTOR_SIGNALING	92/105	7.49406495057044e-08	1.33822588403044e-07	15	27.4444444444444	25	2.08168478432648e-09	9	0.646710503103248	0.122432488838095	0.333333333333333	4.01283479816196
29	gmtcustom4	HALLMARK_MITOTIC_SPINDLE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MITOTIC_SPINDLE	196/199	1.84417906080996e-07	3.179619070362e-07	20	32.7777777777778	30.5	5.12272007260054e-09	15	0.630474822520326	0.23012779295203	0.333333333333333	3.95609296586649
30	gmtcustom28	HALLMARK_MYC_TARGETS_V1	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYC_TARGETS_V1	200/200	2.55413285510468e-07	4.25688809184114e-07	25	28	24	7.09481436728866e-09	3	0.588824822255775	0.142357933669775	0.333333333333333	5.66071448441809
31	gmtcustom35	HALLMARK_GLYCOLYSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_GLYCOLYSIS	179/200	2.96625216775707e-07	4.78427768993075e-07	20	29.1944444444444	28.5	8.23959054297054e-09	11	0.729944906673868	0.313120084984037	0.333333333333333	4.21089603722961
32	gmtcustom23	HALLMARK_COMPLEMENT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COMPLEMENT	143/200	3.35930113292108e-07	5.24890802018919e-07	10	17.3333333333333	14.5	9.33139355970258e-09	4	0.905352111751832	0.433822494235741	0.333333333333333	7.32638087875081
33	gmtcustom21	HALLMARK_APICAL_SURFACE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_SURFACE	27/44	4.036879908194e-07	6.11648470938485e-07	45	31.25	34	1.12135575010564e-08	8	0.84969834201349	0.926281131747999	1	4.68870207771103
34	gmtcustom8	HALLMARK_DNA_REPAIR	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR	145/150	1.05938503931955e-06	1.55791917546992e-06	50	31.3611111111111	37.5	2.94273773578001e-08	8	0.64780908321663	0.260743589968537	0.333333333333333	4.84858569353834
35	gmtcustom14	HALLMARK_ESTROGEN_RESPONSE_LATE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_LATE	162/200	1.20047224600079e-06	1.71496035142971e-06	35	29.5277777777778	31.5	3.3346470737567e-08	11	0.972198390020619	0.427826161003947	0.333333333333333	5.60516019401677
