Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
26	gmtcustom14	HALLMARK_ESTROGEN_RESPONSE_LATE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_LATE	162/200	4.00157575459662e-07	7.69533798960889e-07	30	24.6666666666667	27	3.3346470737567e-08	12	1.00250227501415	1.05096814455225	1	8.88975975458681	29	30	29	12	23	25	31	36	18	18	15	30
27	gmtcustom50	HALLMARK_PANCREAS_BETA_CELLS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PANCREAS_BETA_CELLS	19/40	9.11939960002731e-07	1.68877770370876e-06	30	21.1666666666667	22	7.59950284307302e-08	6	0.711981030781386	0.803616242171948	1	5.91028151117759	37	19	14	25	7	26	33	6	30	11	30	16
28	gmtcustom8	HALLMARK_DNA_REPAIR	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR	145/150	9.81427861476827e-07	1.75254975263719e-06	40	31.9166666666667	37.5	8.17856919120057e-08	12	0.648764359000709	0.629389998034285	1	5.35641728871356	40	22	12	47	37	27	39	38	40	24	42	15
29	gmtcustom20	HALLMARK_APICAL_JUNCTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_JUNCTION	144/200	1.02771714128201e-06	1.77192610565863e-06	30	35.4166666666667	35.5	8.56431354479288e-08	21	0.698867622489026	0.68844786891988	1	5.77706197193026	35	21	43	33	48	28	36	40	45	28	39	29
30	gmtcustom37	HALLMARK_P53_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY	177/200	1.06494279368296e-06	1.77490465613826e-06	5	13.6666666666667	14	8.87452761233824e-08	3	1.03258283613905	1.15884470150659	1	8.60812237400956	15	5	20	15	20	29	13	27	8	5	3	4
31	gmtcustom35	HALLMARK_GLYCOLYSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_GLYCOLYSIS	179/200	1.26371612074787e-06	2.03825180765786e-06	30	26.75	28.5	1.05309737724743e-07	11	0.737948115686591	0.768266615468775	1	6.04251215456767	17	26	28	31	46	30	11	15	37	29	31	20
32	gmtcustom41	HALLMARK_HEME_METABOLISM	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_HEME_METABOLISM	166/200	1.58951896966757e-06	2.48362339010557e-06	35	25.8333333333333	27.5	1.32460010640021e-07	9	0.775106373911904	0.72083301169328	1	6.25636920354822	19	10	37	43	33	31	17	21	27	35	28	9
33	gmtcustom16	HALLMARK_MYOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYOGENESIS	123/200	2.52053856669247e-06	3.81899782832192e-06	25	20.25	21	2.10045123211781e-07	6	0.887956525951598	1.04372035871046	1	6.94485104077723	23	6	18	23	18	32	26	24	19	20	22	12
34	gmtcustom40	HALLMARK_ANGIOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ANGIOGENESIS	24/36	3.27842939083069e-06	4.82121969239808e-06	30	28.1666666666667	27.5	2.73202859754432e-07	14	0.784277027848358	0.844574345591048	1	5.9988434424023	26	39	27	28	14	33	34	16	21	25	33	42
35	gmtcustom47	HALLMARK_SPERMATOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_SPERMATOGENESIS	69/135	3.66670327955112e-06	5.23814754221588e-06	50	41.3333333333333	44	3.05559120143804e-07	21	0.690833032371878	0.800472763467827	1	5.22902431186774	47	44	33	21	49	34	48	49	39	47	41	44
