Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
11	gmtcustom48	HALLMARK_KRAS_SIGNALING_UP	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_UP	130/200	1.87016649028174e-15	8.50075677400791e-15	30	19.6666666666667	22	1.55847207523478e-16	4	1.17232084893695	1.18252699099094	1	20.7122364682195	26	14	30	4	31	11	27	27	25	19	6	16
12	gmtcustom3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_CHOLESTEROL_HOMEOSTASIS	69/74	2.14304324689965e-15	8.92934686208187e-15	10	6	6.5	1.78586937241637e-16	1	1.0102520566112	1.05064075625788	1	17.8028559648301	6	3	1	8	7	12	9	10	3	7	4	2
13	gmtcustom43	HALLMARK_IL2_STAT5_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL2_STAT5_SIGNALING	145/199	3.82772510753149e-15	1.47220196443519e-14	10	11.6666666666667	11.5	3.18977092294291e-16	6	1.11653520424994	1.17448828986774	1	19.3836159063967	9	7	13	6	13	13	14	22	8	10	10	15
14	gmtcustom10	HALLMARK_APOPTOSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS	133/161	4.91654038716745e-15	1.70523828575514e-14	5	5.91666666666667	5	4.0971169893062e-16	1	1.09172125872076	1.16726888304338	1	18.8617693965835	3	5	14	7	2	14	4	4	5	5	7	1
15	gmtcustom49	HALLMARK_KRAS_SIGNALING_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_DN	89/200	5.11571485726543e-15	1.70523828575514e-14	40	32.3333333333333	35.5	4.26309571438786e-16	14	1.05228458998104	-0.798199798211638	-1	18.1755272022629	38	44	27	14	33	15	39	36	49	14	35	44
16	gmtcustom33	HALLMARK_FATTY_ACID_METABOLISM	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_FATTY_ACID_METABOLISM	142/158	8.30185708230378e-15	2.59433033821993e-14	35	25.9166666666667	25.5	6.91821423525315e-16	9	0.828360471008867	0.826071059108791	1	14.0882035041759	28	34	9	34	24	16	23	24	35	26	25	33
17	gmtcustom24	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UNFOLDED_PROTEIN_RESPONSE	112/113	4.47354781146968e-12	1.31574935631461e-11	35	27.8333333333333	28.5	3.72795650956571e-13	17	0.78881254443063	0.771324271658147	1	10.7122371074517	22	27	32	39	34	17	19	25	32	33	30	24
18	gmtcustom13	HALLMARK_ESTROGEN_RESPONSE_EARLY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_EARLY	171/200	2.24226476592715e-11	6.22851323868653e-11	20	23.5	19	1.86855397162516e-12	17	0.922245716991723	1.03050172862625	1	11.7601713136201	24	33	17	17	18	18	32	38	20	17	17	31
19	gmtcustom19	HALLMARK_INTERFERON_GAMMA_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INTERFERON_GAMMA_RESPONSE	135/200	2.52864040000286e-11	6.6543168421128e-11	25	24.5833333333333	24	2.10720033336013e-12	15	0.862421747571073	0.860802321347273	1	10.9572293515628	27	15	20	25	39	19	25	26	23	37	22	17
20	gmtcustom7	HALLMARK_IL6_JAK_STAT3_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL6_JAK_STAT3_SIGNALING	55/87	4.83722323167482e-11	1.20930580791871e-10	25	20	21	4.03101935981838e-12	5	1.13631414327823	1.19630425419624	1	14.1075027082445	21	10	23	19	23	20	24	12	30	32	21	5
21	gmtcustom39	HALLMARK_UV_RESPONSE_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_DN	121/144	4.1071478951247e-10	9.7789235598207e-10	25	18.1666666666667	19	3.42262324658154e-11	12	1.02414272132506	1.10758688555776	1	11.5265370689323	23	12	21	22	22	21	20	17	15	12	15	18
22	gmtcustom30	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	127/200	6.46275145543737e-10	1.41110991397146e-09	15	13.9166666666667	12	5.38562621445974e-11	5	1.33501195800843	1.31757249035507	1	14.7976819909081	11	9	26	5	21	35	13	16	6	13	5	7
23	gmtcustom37	HALLMARK_P53_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY	177/200	6.49110560426871e-10	1.41110991397146e-09	15	15.0833333333333	12	5.40925467183322e-11	6	1.08798325295778	1.21497501624301	1	12.0344852950676	18	13	12	10	12	22	22	35	11	6	11	9
24	gmtcustom9	HALLMARK_G2M_CHECKPOINT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT	196/200	8.62792240410995e-10	1.79748383418957e-09	40	39.6666666666667	39.5	7.18993533960152e-11	23	0.649824592379054	0.666265410208659	1	7.04703946873275	36	41	49	38	49	23	30	37	36	49	47	41
25	gmtcustom36	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	44/49	2.29463640251533e-08	4.58927280503065e-08	20	22.25	22.5	1.91219702220684e-09	9	0.707866766613355	0.729528506768453	1	6.42973639513455	16	28	24	35	16	24	21	19	16	9	31	28
26	gmtcustom25	HALLMARK_PI3K_AKT_MTOR_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PI3K_AKT_MTOR_SIGNALING	92/105	2.49802171259127e-08	4.80388790882936e-08	15	24.5	24	2.08168478432648e-09	9	0.603304634300404	0.597425853457846	1	5.4448358861667	15	26	11	44	20	25	15	9	38	29	39	23
27	gmtcustom38	HALLMARK_UV_RESPONSE_UP	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_UP	138/158	4.81444699890512e-08	8.91564259056504e-08	15	12.9166666666667	13	4.01203925428478e-09	3	1.16530830902971	1.25967198838337	1	10.2475315773384	14	11	19	12	3	26	17	18	13	3	13	6
28	gmtcustom4	HALLMARK_MITOTIC_SPINDLE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MITOTIC_SPINDLE	196/199	6.14726391392173e-08	1.0977256989146e-07	20	31.9166666666667	30.5	5.12272007260054e-09	15	0.698691681663595	0.700614516478867	1	6.01018667054737	20	25	39	40	48	27	16	15	34	48	44	27
29	gmtcustom35	HALLMARK_GLYCOLYSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_GLYCOLYSIS	179/200	9.88750820348504e-08	1.70474279370432e-07	20	26	27.5	8.23959054297054e-09	11	0.786028119857235	0.836952123961115	1	6.58847593801047	17	18	37	27	38	28	11	20	29	35	32	20
30	gmtcustom23	HALLMARK_COMPLEMENT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COMPLEMENT	143/200	1.11976716969488e-07	1.86627861615813e-07	10	16.9166666666667	13.5	9.33139355970258e-09	7	0.983827324746068	1.04707075067477	1	8.23161086229481	10	8	29	21	29	29	7	11	9	16	24	10
31	gmtcustom21	HALLMARK_APICAL_SURFACE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_SURFACE	27/44	1.34562681713581e-07	2.17036583409002e-07	50	31.25	34	1.12135575010564e-08	8	1.04554002190357	1.24540927321158	1	8.66982240999502	41	38	25	20	15	30	46	49	48	8	16	39
32	gmtcustom8	HALLMARK_DNA_REPAIR	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR	145/150	3.53128471139552e-07	5.51763236155549e-07	50	36.1666666666667	38.5	2.94273773578001e-08	8	0.710200686190809	0.677903143835388	1	5.48197135860677	50	39	8	47	17	31	50	48	47	25	34	38
33	gmtcustom20	HALLMARK_APICAL_JUNCTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_JUNCTION	144/200	4.55200437202652e-07	6.89697632125231e-07	35	31.3333333333333	31	3.7933377681063e-08	18	0.768434186468901	0.786056319352083	1	5.84845811553123	30	30	18	33	37	32	31	31	45	30	33	26
34	gmtcustom14	HALLMARK_ESTROGEN_RESPONSE_LATE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_LATE	162/200	5.18225616101573e-07	7.6209649426702e-07	35	28.9166666666667	31.5	4.31854782658833e-08	16	1.0422225043607	1.10438072914659	1	7.92336723593125	31	31	38	16	32	33	34	40	21	21	18	32
35	gmtcustom15	HALLMARK_ANDROGEN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ANDROGEN_RESPONSE	91/100	6.98804405601854e-07	9.98292008002648e-07	20	17.75	17.5	5.82337191182307e-08	5	0.821588823853625	0.825263960892272	1	6.0956159206582	8	16	22	28	19	34	10	5	14	20	26	11
