Rank	ID	GeneSet	NumGenes	Type	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
11	hsa04710	Circadian rhythm	28/31	Signaling	1.12304250709826e-07	2.85177180502912e-06	5	26.5	15	9.35868804086984e-09	1	0.835653517134145	0.835653517134145	1	47.433342495514	3	59	52	89	10	18	12	1	1	27	44	2
12	hsa04920	Adipocytokine signaling pathway	50/69	Signaling	1.23273966638904e-07	2.85177180502912e-06	20	50.3333333333333	50	1.02728311336628e-08	10	0.83582610324788	0.910280878824471	1	47.4431389440057	28	20	16	56	33	10	66	83	83	44	87	78
13	hsa05134	Legionellosis	45/55	Disease	7.43897928700921e-08	2.85177180502912e-06	5	4.58333333333333	2.5	6.19914961720301e-09	1	1.13443890327364	1.14797542282113	1	64.3931985467746	1	1	15	2	1	12	3	2	5	9	3	1
14	hsa05211	Renal cell carcinoma	58/65	Disease	9.27149870499452e-08	2.85177180502912e-06	10	30.6666666666667	15	7.72624924915084e-09	2	0.66172118803028	0.661017017962497	1	37.5604792260742	7	2	13	135	39	6	9	4	47	47	42	17
15	hsa04012	ErbB signaling pathway	69/86	Signaling	1.58894779752889e-07	2.860106035552e-06	15	25.5	15.5	1.32412326103904e-08	6	0.740803455663775	0.799644708103882	1	42.039788697365	16	7	11	105	37	15	16	6	14	22	43	14
16	hsa04913	Ovarian steroidogenesis	33/50	Signaling	1.54061515793093e-07	2.860106035552e-06	275	159	194	1.28384605559678e-08	7	1.54583755606054	2.08184063797324	1	87.7252286221601	281	265	271	10	113	14	275	270	146	14	7	242
17	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	17/20	Metabolism	2.41066801369529e-07	3.43764981499808e-06	50	60.25	62.5	2.00889023337293e-08	3	1.37369243236721	-0.950647158185563	-1	76.832747030633	46	89	71	47	99	34	76	54	3	11	93	100
18	hsa04080	Neuroactive ligand-receptor interaction	69/278	Signaling	2.47332606187097e-07	3.43764981499808e-06	175	98.8333333333333	122.5	2.06110528520765e-08	8	1.26290441480077	-1.14526231318401	-1	70.6361545668167	120	172	161	8	172	16	125	132	19	74	14	173
19	hsa04122	Sulfur relay system	8/8	Signaling	2.20044803453028e-07	3.43764981499808e-06	130	142.916666666667	130	2.00040750419994e-08	2	0.714502648623183	-0.714502648623183	-1	39.9629615078137	126	82	203	284	133	235	162	115	2	131	113	129
20	hsa04140	Regulation of autophagy	116/127	Signaling	2.21885667543739e-07	3.43764981499808e-06	10	73.25	50.5	1.84904741757485e-08	1	0.690732396740497	0.690828953518188	1	38.6334444091714	6	17	84	219	136	111	1	9	16	115	152	13
21	hsa05169	Epstein-Barr virus infection	164/202	Disease	2.50661965676943e-07	3.43764981499808e-06	65	62.6666666666667	43	2.08884995395569e-08	2	0.669603536770547	0.65951409488133	1	37.4516655730232	12	15	25	200	64	64	2	17	61	110	176	6
22	hsa05217	Basal cell carcinoma	41/55	Disease	2.65030671674718e-07	3.46949242919631e-06	20	102.083333333333	33.5	2.20858919890528e-08	1	1.1717188819116	-1.0284032796407	-1	65.4879367846701	226	262	17	3	25	17	173	183	42	18	1	258
23	hsa04530	Tight junction	131/170	Signaling	3.47581784317289e-07	4.35232842971214e-06	5	60.3333333333333	25.5	2.89651533074976e-08	3	0.631713896731148	0.620753190414742	1	34.6698328271953	4	8	26	207	3	19	8	25	79	104	208	33
24	hsa04340	Hedgehog signaling pathway	38/47	Signaling	3.71542896352351e-07	4.45851475622821e-06	50	133.25	92.5	3.09619133018824e-08	20	0.840473025377217	0.775525602412803	1	46.0371100900713	264	232	49	99	50	20	224	245	37	43	86	250
25	hsa03040	Spliceosome	127/134	Signaling	4.06897532747195e-07	4.50717267043047e-06	10	97.9166666666667	92	3.39081340526208e-08	4	0.605477944761651	0.602716924584023	1	33.1358175087193	9	16	108	262	158	178	4	7	87	97	244	5
26	hsa04668	TNF signaling pathway	90/108	Signaling	3.92628592083693e-07	4.50717267043047e-06	5	51.0833333333333	57	3.27190552282583e-08	5	0.971802819327965	1.09038410269962	1	53.1839256053792	72	67	5	6	48	21	62	91	120	52	5	64
27	hsa04141	Protein processing in endoplasmic reticulum	153/166	Signaling	4.50416341380911e-07	4.80444097472972e-06	5	65.5	35.5	3.75347028637715e-08	2	0.748759942061774	0.748236179467564	1	40.7646906494736	2	30	105	249	2	157	5	20	53	23	99	41
28	hsa03320	PPAR signaling pathway	54/72	Signaling	4.77416874435677e-07	4.91057356562411e-06	155	132	145	3.97847482418494e-08	22	0.927872351556167	1.19885309576246	1	50.426100100223	167	151	164	52	156	22	155	139	269	72	100	137
29	hsa04064	NF-kappa B signaling pathway	65/95	Signaling	5.65416789388698e-07	5.61517363254983e-06	90	58.0833333333333	59.5	4.71180779930126e-08	8	0.753357980846609	0.818226762033638	1	40.4927602337416	44	90	10	72	8	23	61	78	32	58	132	89
30	hsa05164	Influenza A	113/173	Disease	6.79078056957467e-07	6.51914934679169e-06	10	28.75	20.5	5.65898556930504e-08	2	0.789497628126719	0.81660635923838	1	41.9113425977027	5	10	2	64	27	72	6	16	25	49	62	7
31	hsa04144	Endocytosis	223/260	Signaling	7.15965341015417e-07	6.65154897459484e-06	20	83.3333333333333	61	5.96637979966759e-08	7	0.607472170010361	0.610212891434348	1	32.1938880597032	17	19	23	259	62	117	7	60	111	83	230	12
32	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	16/24	Metabolism	9.07291710255502e-07	8.16562539229952e-06	165	157.25	164.5	7.56076739621459e-08	24	0.6403254464018	-0.53959263692593	-1	33.3511979142041	186	224	101	165	126	24	191	164	122	178	160	246
33	hsa04380	Osteoclast differentiation	85/130	Signaling	1.02828563598914e-06	8.9741291868143e-06	15	20.5	17.5	8.56905100514993e-08	4	0.872735397126557	0.893664736159096	1	45.0901004066651	11	11	35	18	12	57	17	19	4	32	22	8
34	hsa04068	FoxO signaling pathway	110/132	Signaling	1.12187945206963e-06	9.50297888811925e-06	15	37.8333333333333	28	9.34900024112141e-08	10	0.870864498452621	0.893626091625242	1	44.7717456636687	15	62	112	42	31	25	10	13	22	69	11	42
35	hsa03018	RNA degradation	71/77	Signaling	1.21672339449517e-06	1.00118953604174e-05	30	78.3333333333333	65	1.01393672751634e-07	9	0.6551798542394	0.652828570013838	1	33.5311467251319	55	27	9	239	97	26	65	107	85	65	147	18
