Rank	ID	GeneSet	NumGenes	Type	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
24	hsa05012	Parkinson's disease	122/142	Disease	0.00412545383469191	0.0751518392957429	20	112	80.5	0.000344439583413977	4	0.161357652881055	0.163116562156359	1	18.3450307260697	4	80	138	254	240	18	16	39	16	214	244	81
25	hsa05150	Staphylococcus aureus infection	18/56	Disease	0.00524435064038083	0.0751518392957429	5	89.5833333333333	15.5	0.000438083223171721	1	0.305317740359041	0.317823904697448	1	34.7121125118566	5	1	221	18	225	61	12	13	2	255	260	2
26	hsa05222	Small cell lung cancer	75/84	Disease	0.00629753896190303	0.0751518392957429	140	114.666666666667	122.5	0.000526315789473684	3	0.689615708725119	-0.689615708725119	-1	78.4036411053021	140	161	4	39	3	272	140	230	105	104	24	154
27	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	44/72	Disease	0.00629753896190303	0.0751518392957429	10	33.6666666666667	11.5	0.000526315789473684	6	0.56284586163704	-0.56284586163704	-1	63.990948729163	8	55	66	96	6	12	11	9	10	61	10	60
28	hsa04710	Circadian rhythm	28/31	Signaling	0.00914690801447072	0.0940824824345559	10	97	92	0.000765456708039022	3	0.546804989779647	-0.546804989779647	-1	56.7710768563573	10	6	156	181	156	163	10	3	28	242	203	6
29	hsa05132	Salmonella infection	67/86	Disease	0.0108781704448254	0.108031485796887	35	101.916666666667	81.5	0.000911065590865635	3	0.908342333207254	-0.908342333207254	-1	88.7908553262421	31	11	174	89	94	191	3	10	271	74	253	22
30	hsa04060	Cytokine-cytokine receptor interaction	108/270	Signaling	0.0123650717628063	0.112366236423864	25	42.25	27	0.00103630893988965	3	0.779218792246099	-0.760713941641462	-1	74.8224100870262	11	25	22	3	73	62	28	99	23	100	35	26
31	hsa04920	Adipocytokine signaling pathway	50/69	Signaling	0.011745724979677	0.112366236423864	10	69.5833333333333	37	0.000984119683423241	7	0.497918320021932	-0.497918320021932	-1	47.8112769243797	7	50	8	142	21	120	33	41	136	21	224	32
32	hsa05131	Shigellosis	58/65	Disease	0.0124851373804294	0.112366236423864	235	127.416666666667	146	0.00104642974065726	4	0.348315956561834	-0.348315956561834	-1	33.4461060133007	42	27	205	217	232	131	4	4	234	161	252	20
33	hsa04964	Proximal tubule bicarbonate reclamation	17/23	Signaling	0.0143625115338363	0.12534555520439	50	99.1666666666667	81	0.00120482783967921	5	0.810850119510029	-0.810850119510029	-1	73.9663362769498	24	9	253	46	168	114	48	5	140	137	232	14
34	hsa04144	Endocytosis	223/260	Signaling	0.0148903222837359	0.126129788756351	60	97.1666666666667	73.5	0.00124941017583228	5	0.4556907103559	-0.428608032982582	-1	41.4435859467075	28	21	103	263	87	206	5	59	60	151	172	11
35	hsa04640	Hematopoietic cell lineage	34/97	Signaling	0.0153895508806283	0.126634018674884	5	56.1666666666667	43.5	0.00129159843129564	4	0.707793867164864	-0.707793867164864	-1	64.2475096464807	46	37	91	4	54	20	128	116	6	126	5	41
