Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
11	gmtcustom39	HALLMARK_UV_RESPONSE_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_DN	126/144	0.0190160381279825	0.0864365369453748	30	22.8333333333333	26.5	0.00159865148525622	4	1.21444353366943	1.21444353366943	1	3.89174525552692	17	29	13	30	8	47	30	38	24	5	4	29
12	gmtcustom26	HALLMARK_MTORC1_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MTORC1_SIGNALING	193/200	0.0261234513947376	0.10884771414474	10	16.3333333333333	9.5	0.00220346298545347	5	0.841711737363511	0.841711737363511	1	2.37705598835054	8	8	9	45	10	5	6	14	9	32	40	10
13	gmtcustom23	HALLMARK_COMPLEMENT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COMPLEMENT	151/200	0.0316734784864426	0.113119566023009	30	23.3333333333333	23	0.00267856730059386	4	2.0010945969558	2.0010945969558	1	5.79105987501556	27	22	48	9	43	29	24	36	4	13	7	18
14	gmtcustom43	HALLMARK_IL2_STAT5_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL2_STAT5_SIGNALING	148/199	0.0299456587847847	0.113119566023009	25	22.5833333333333	22	0.00253039207896753	5	1.23398049270969	1.23398049270969	1	3.50281457896301	24	9	37	27	25	40	20	47	19	12	6	5
15	gmtcustom16	HALLMARK_MYOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYOGENESIS	130/200	0.0340007401543972	0.113335800514657	30	21.0833333333333	26	0.0028785333032833	5	0.679773994036976	0.679773994036976	1	1.84788021614306	9	26	26	6	37	27	15	5	11	34	31	26
16	gmtcustom2	HALLMARK_HYPOXIA	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_HYPOXIA	165/200	0.0405173895836021	0.126616842448756	35	21.0833333333333	17	0.00344082402489215	4	1.94860747765931	1.94860747765931	1	5.33385265490605	35	20	29	12	14	44	32	31	10	4	8	14
17	gmtcustom13	HALLMARK_ESTROGEN_RESPONSE_EARLY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_EARLY	172/200	0.0454293825124778	0.133615830919052	10	27.6666666666667	27.5	0.00386697515431397	7	1.60199925396947	1.60199925396947	1	4.23544617805502	29	44	46	23	32	26	31	10	25	7	9	50
18	gmtcustom19	HALLMARK_INTERFERON_GAMMA_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INTERFERON_GAMMA_RESPONSE	138/200	0.0794480195614144	0.209073735687933	40	27.8333333333333	32	0.0068747442556195	3	0.804053859768935	-0.804053859768935	-1	1.54437282837749	39	14	30	15	38	3	16	41	49	39	34	16
19	gmtcustom46	HALLMARK_ALLOGRAFT_REJECTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ALLOGRAFT_REJECTION	105/200	0.0774990819986937	0.209073735687933	15	18.25	13	0.00669969860083787	2	0.319747414032256	0.312082266576643	1	0.506898983811511	25	13	5	11	20	2	13	26	8	37	48	11
20	gmtcustom45	HALLMARK_PEROXISOME	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PEROXISOME	92/104	0.0843329705889911	0.210832426472478	30	27.25	27	0.00731498806557465	4	0.240498610182564	0.272354622364896	1	0.3343759716305	36	27	10	36	21	4	26	33	34	26	47	27
21	gmtcustom3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_CHOLESTEROL_HOMEOSTASIS	67/74	0.0975747105296436	0.22176070574919	50	29.4166666666667	29	0.00851928462664184	6	0.261247564163652	0.27454100169733	1	0.360515654280975	46	41	15	31	22	6	48	35	27	18	24	40
22	gmtcustom20	HALLMARK_APICAL_JUNCTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_JUNCTION	146/200	0.0937136689067415	0.22176070574919	15	29.1666666666667	30	0.00816647039527132	12	0.247937943162947	-0.271622209764756	-1	0.333077217140931	12	30	38	34	48	19	25	18	13	48	35	30
23	gmtcustom33	HALLMARK_FATTY_ACID_METABOLISM	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_FATTY_ACID_METABOLISM	136/158	0.102263531316606	0.222312024601317	15	22.4166666666667	17.5	0.0089496049351298	7	0.227687125189418	0.25397463551043	1	0.290555339703283	15	11	25	35	33	7	8	13	18	46	41	17
24	gmtcustom31	HALLMARK_INFLAMMATORY_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE	107/200	0.124299698635798	0.234134500329555	10	17.6666666666667	18	0.011	6	1.37987824419559	1.37987824419559	1	2.56407694923683	20	6	17	7	9	21	21	43	31	19	11	7
25	gmtcustom44	HALLMARK_BILE_ACID_METABOLISM	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_BILE_ACID_METABOLISM	85/112	0.11616478597783	0.234134500329555	50	40.0833333333333	44.5	0.0102376220470199	8	0.279679111003656	-0.270455629272035	-1	0.377727802061057	43	49	39	19	50	8	49	40	50	42	46	46
26	gmtcustom47	HALLMARK_SPERMATOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_SPERMATOGENESIS	72/135	0.124049865856255	0.234134500329555	15	18.6666666666667	13	0.0109764900240744	3	0.290094453162842	0.304140774892707	1	0.398425486471347	13	12	3	17	24	9	11	9	17	47	49	13
27	gmtcustom49	HALLMARK_KRAS_SIGNALING_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_DN	88/200	0.12643263017796	0.234134500329555	45	29.5	30.5	0.0112009656236001	2	1.71594763551223	1.71594763551223	1	3.23192425517434	26	42	41	2	41	35	36	25	22	23	17	44
28	gmtcustom10	HALLMARK_APOPTOSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS	136/161	0.159961171762431	0.276015639345904	10	22.5833333333333	20.5	0.014420609476075	6	0.676645686095431	0.612941599258679	1	1.01418167554974	19	10	16	33	6	48	14	34	33	22	28	8
29	gmtcustom42	HALLMARK_COAGULATION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COAGULATION	99/138	0.160089070820624	0.276015639345904	50	32.6666666666667	35	0.0144331151949487	5	2.40958198533054	2.40958198533054	1	4.06759239046163	48	39	47	5	34	39	50	28	28	28	10	36
30	gmtcustom4	HALLMARK_MITOTIC_SPINDLE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MITOTIC_SPINDLE	198/199	0.184680978210899	0.276057431350915	45	34	43	0.0168707186877492	8	0.259344446789029	0.244497840248745	1	0.278848697448016	49	45	8	43	15	12	43	48	45	30	25	45
31	gmtcustom12	HALLMARK_ADIPOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ADIPOGENESIS	175/200	0.189429631740824	0.276057431350915	50	39.1666666666667	39.5	0.0173491663145101	14	0.219096135560112	-0.202169324939538	-1	0.207940048890991	50	35	42	47	45	14	37	50	48	36	29	37
32	gmtcustom14	HALLMARK_ESTROGEN_RESPONSE_LATE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_LATE	162/200	0.19444360470269	0.276057431350915	40	32	36	0.0178571428571429	6	2.10715955454293	2.10715955454293	1	3.5342914246933	44	40	36	22	42	36	47	29	36	6	12	34
33	gmtcustom24	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UNFOLDED_PROTEIN_RESPONSE	111/113	0.187340296188418	0.276057431350915	20	23.6666666666667	22	0.0171383409231803	12	0.227723170370269	0.256438204436965	1	0.223138981734741	16	19	23	41	26	13	12	16	30	29	38	21
34	gmtcustom35	HALLMARK_GLYCOLYSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_GLYCOLYSIS	175/200	0.173025056148543	0.276057431350915	45	29.1666666666667	26.5	0.0157070769188217	11	0.648549029291203	0.648549029291203	1	0.964541341804287	41	25	12	37	16	11	28	42	46	24	43	25
35	gmtcustom37	HALLMARK_P53_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY	183/200	0.19444360470269	0.276057431350915	45	30.6666666666667	29	0.0178571428571429	8	1.66527333180721	1.9523464891533	1	2.7557853479552	42	47	19	21	27	31	46	24	42	8	20	41
