Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance
19	gmtcustom4	HALLMARK_MITOTIC_SPINDLE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MITOTIC_SPINDLE	198/199	0.0022251178575872	0.00585557330943999	45	33.4722222222222	38.5	6.18757831359752e-05	4	0.656160678689767	0.687118051508191	1	1.2848983871233
20	gmtcustom23	HALLMARK_COMPLEMENT	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_COMPLEMENT	151/200	0.0211056340470363	0.0502515096358007	30	21.8333333333333	18.5	0.000592367320581604	4	2.3434010674568	2.3434010674568	1	4.65316977485741
21	gmtcustom36	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	46/49	0.0203652015115443	0.0502515096358007	20	25.0555555555556	24.5	0.000571376462655178	4	1.70400971525369	0.709375706328459	0.333333333333333	1.59157310070073
22	gmtcustom49	HALLMARK_KRAS_SIGNALING_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_KRAS_SIGNALING_DN	88/200	0.028388836001104	0.0619416192885774	35	31.4722222222222	33.5	0.000799668749833565	2	1.90800984859097	1.95481791551607	1	3.13247684864376
23	gmtcustom15	HALLMARK_ANDROGEN_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ANDROGEN_RESPONSE	89/100	0.0284931448727456	0.0619416192885774	30	20.4722222222222	26.5	0.00080264864842827	1	0.908083624354368	0.908083624354368	1	1.47152533838941
24	gmtcustom39	HALLMARK_UV_RESPONSE_DN	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_DN	126/144	0.0559701616496511	0.116604503436773	40	26.2777777777778	27.5	0.00159865148525622	2	1.2836063830872	1.3004355144651	1	1.92808258786103
25	gmtcustom7	HALLMARK_IL6_JAK_STAT3_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_IL6_JAK_STAT3_SIGNALING	55/87	0.0601848324996665	0.120369664999333	15	21.8611111111111	18	0.00172273808503194	5	1.09877515987026	1.12036391853951	1	1.42518212441127
26	gmtcustom22	HALLMARK_HEDGEHOG_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_HEDGEHOG_SIGNALING	24/36	0.0632576226387277	0.121649274305246	40	23.1944444444444	27.5	0.0018135473838423	4	0.713601750053597	-0.0454255238558525	-0.333333333333333	0.67787929436791
27	gmtcustom21	HALLMARK_APICAL_SURFACE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_SURFACE	28/44	0.0701697190032925	0.129943924080171	50	32.7777777777778	34.5	0.00201888161812481	2	0.411993787662952	-0.38764909940641	-1	0.155303072739588
28	gmtcustom26	HALLMARK_MTORC1_SIGNALING	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MTORC1_SIGNALING	193/200	0.0763408775959423	0.13632299570704	20	22.7777777777778	24.5	0.00220346298545347	5	1.18801831091707	1.18801831091707	1	1.39294967823626
29	gmtcustom16	HALLMARK_MYOGENESIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_MYOGENESIS	130/200	0.0985733760369623	0.164288960061604	45	30.3888888888889	36.5	0.0028785333032833	5	1.13633939945594	1.13633939945594	1	0.893387909738384
30	gmtcustom20	HALLMARK_APICAL_JUNCTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_APICAL_JUNCTION	146/200	0.0980158029842207	0.164288960061604	35	29.9166666666667	30	0.00286140610168017	8	1.17587281921908	1.00268610157651	0.333333333333333	1.00258021516318
31	gmtcustom35	HALLMARK_GLYCOLYSIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_GLYCOLYSIS	175/200	0.194788742020532	0.295134457606867	20	27.3888888888889	26.5	0.006	11	1.1498592369118	1.1498592369118	1	1.09818317272923
32	gmtcustom46	HALLMARK_ALLOGRAFT_REJECTION	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ALLOGRAFT_REJECTION	105/200	0.194788742020532	0.295134457606867	20	20.3611111111111	18	0.006	2	1.08638357519371	1.08382852604184	1	1.13895862677219
33	gmtcustom19	HALLMARK_INTERFERON_GAMMA_RESPONSE	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_INTERFERON_GAMMA_RESPONSE	138/200	0.184440310606413	0.295134457606867	50	27.4722222222222	32	0.00564734528705048	3	1.18645068364532	-0.344664214979594	-0.333333333333333	1.00797479376141
34	gmtcustom45	HALLMARK_PEROXISOME	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PEROXISOME	92/104	0.232262542279318	0.341562562175468	50	35.7222222222222	36	0.00731498806557465	4	0.331836118187045	0.35515489290896	1	0.111705477657873
35	gmtcustom3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_CHOLESTEROL_HOMEOSTASIS	67/74	0.26509065084307	0.378700929775815	25	27.2777777777778	25.5	0.00851928462664184	6	0.964943985095303	0.969375130939862	1	0.644051111725505
