Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
11	gmtcustom469	MIR761	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR761	187/225	1.02540651648422e-07	2.58864718695736e-06	415	1231.41666666667	1081	8.5450547056339e-09	94	0.610711818263337	0.604319700298048	1	13.4435623081877	414	744	2134	2241	2079	94	316	836	1657	1326	2257	679
12	gmtcustom483	MIR4743_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4743_3P	156/209	1.16485864538139e-07	2.58864718695736e-06	1095	1148.75	1158.5	9.70715589643705e-09	111	0.751931633219076	0.800900037913586	1	16.5523131287397	1091	898	1429	1243	1993	111	993	1226	458	1944	1595	804
13	gmtcustom494	MIR3185	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR3185	137/211	4.0261123113565e-08	2.58864718695736e-06	490	701.75	652.5	3.35509365470867e-09	26	0.805708320106811	0.880612452089	1	17.7361294334219	923	1317	486	138	487	26	1039	1173	654	651	347	1180
14	gmtcustom495	MIR4731_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4731_3P	163/228	5.09846433880116e-08	2.58864718695736e-06	255	187.916666666667	223.5	4.24872038161824e-09	18	0.880094047801888	0.933623166784422	1	19.3736240872841	18	228	295	254	201	39	81	219	259	175	254	232
15	gmtcustom501	MIR1303	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR1303	149/210	6.91927618264678e-08	2.58864718695736e-06	1260	1027.16666666667	1262.5	5.76606366840017e-09	64	0.858140665263893	0.934050600003077	1	18.890351991224	1259	1424	1436	189	1543	64	1266	1145	856	183	1454	1507
16	gmtcustom520	MIR5003_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR5003_5P	140/198	9.66595046024416e-08	2.58864718695736e-06	1455	770	566.5	8.05495907372313e-09	87	0.796125127406027	0.763002731228862	1	17.525169249248	1033	1548	491	440	419	87	1452	642	1012	463	199	1454
17	gmtcustom523	MIR578	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR578	118/178	1.49725229806172e-07	2.58864718695736e-06	710	986.083333333333	743	1.24771033400772e-08	143	0.724496277811754	0.742792208073406	1	15.9483632959108	969	414	1810	708	2014	143	694	778	253	1654	1689	707
18	gmtcustom538	MIR6505_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR6505_5P	156/201	1.51983338061634e-07	2.58864718695736e-06	630	999	675.5	1.26652790540539e-08	146	0.675010516295417	0.678852771812738	1	14.8590055328535	629	627	682	996	1733	146	636	1206	399	2014	2251	669
19	gmtcustom543	MIR552_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR552_5P	151/189	4.34652786883292e-08	2.58864718695736e-06	910	660.5	538	3.62210662951887e-09	31	0.736058999307621	0.695576791648081	1	16.2028999552978	274	1004	906	1787	556	31	487	412	520	880	162	907
20	gmtcustom582	MIR4643	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4643	161/215	1.32346661214625e-07	2.58864718695736e-06	140	957.833333333333	882.5	1.10288891035522e-08	126	0.672726563341934	0.700121101372534	1	14.8087275982699	137	850	1770	1452	1811	126	212	147	915	1570	1663	841
21	gmtcustom586	MIR1276	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR1276	128/179	1.50435019863884e-07	2.58864718695736e-06	530	526.166666666667	416	1.25362525196906e-08	145	0.73584974247298	0.763195632425147	1	16.1982934674859	526	362	306	1393	319	145	470	1213	213	639	232	496
22	gmtcustom614	MIR138_2_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR138_2_3P	131/170	1.29498956281093e-07	2.58864718695736e-06	1700	1375.25	1612.5	1.07915803306112e-08	124	0.765615902665177	0.697285627193401	1	16.8535526104835	1698	1996	704	1922	720	124	1527	1838	2473	934	485	2082
23	gmtcustom650	MIR8087	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR8087	118/141	1.2846880292598e-07	2.58864718695736e-06	330	471.916666666667	488	1.07057342075351e-08	55	1.01898203060595	1.07958363082679	1	22.431042981667	327	624	706	193	650	123	352	757	55	1067	147	662
24	gmtcustom667	MIR299_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR299_5P	110/148	1.05056899512197e-07	2.58864718695736e-06	720	828.083333333333	757	8.75474204756666e-09	98	0.905866821482743	0.982922955987414	1	19.9409745781014	754	1052	719	760	107	98	1200	1380	1659	424	720	1064
25	gmtcustom668	MIR6071	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR6071	143/180	5.32932629417893e-08	2.58864718695736e-06	195	724.083333333333	282.5	4.44110535362789e-09	42	0.746991967607628	0.783731539735003	1	16.4435735051419	194	253	1156	1919	1799	42	169	259	306	1714	659	219
26	gmtcustom692	MIR5571_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR5571_5P	116/158	8.04558740438372e-08	2.58864718695736e-06	1065	1097.41666666667	1183.5	6.70465641755806e-09	75	0.744824895268869	0.678703956454434	1	16.3958685289427	1064	1243	1466	693	795	75	1146	1326	1259	1736	1221	1145
27	gmtcustom706	MIR371A_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR371A_5P	139/177	1.34612308601362e-07	2.58864718695736e-06	970	851.916666666667	977	1.12176930755483e-08	63	0.917310183700763	0.933768728473479	1	20.1928837149056	970	1242	696	758	63	128	984	1406	1365	80	1268	1263
28	gmtcustom709	MIR29B_1_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR29B_1_5P	125/167	3.02729506366279e-08	2.58864718695736e-06	780	543.666666666667	481	2.52274592138901e-09	19	0.808801737573131	0.879460236656046	1	17.8042265633449	778	279	311	1000	525	19	936	1129	419	589	102	437
29	gmtcustom733	MIR4753_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4753_5P	152/181	1.42871806872913e-07	2.58864718695736e-06	135	1039.41666666667	675	1.19059846857147e-08	134	0.613604225099532	0.597668601933212	1	13.5072344786137	374	678	1781	2368	1821	134	134	417	672	1400	2246	448
30	gmtcustom738	MIR1184	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR1184	129/164	1.05987796654278e-07	2.58864718695736e-06	600	512.75	488.5	8.83231681691047e-09	100	0.803381635316212	0.71327438753246	1	17.684910818993	600	128	918	1151	829	100	182	674	377	819	124	251
31	gmtcustom748	MIR4666B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4666B	92/126	1.34705629201972e-07	2.58864718695736e-06	2210	1575.41666666667	1872	1.12254697932257e-08	129	0.68469361466913	0.644334773371511	1	15.072164996518	2207	1941	726	1296	834	129	2168	2413	2529	2134	725	1803
32	gmtcustom751	MIR6792_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR6792_5P	102/135	6.49273701902956e-08	2.58864718695736e-06	520	726.333333333333	706	5.41061434353573e-09	58	0.702835906628619	0.7118632115209	1	15.4715414227895	516	975	934	1175	842	58	559	267	1358	384	570	1078
33	gmtcustom807	MIR1253	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR1253	121/170	6.21874586829914e-08	2.58864718695736e-06	900	1566.91666666667	1865	5.18228837129123e-09	56	0.735191972029592	0.754416841899673	1	16.1838135985932	1724	1116	2179	899	2119	56	1433	2006	2164	2152	2058	897
34	gmtcustom825	MIR891B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR891B	92/129	1.04252278611685e-07	2.58864718695736e-06	1305	1301.16666666667	1334	8.68769029942484e-09	96	0.653878102509185	0.678054574713216	1	14.3938058813826	1301	990	1505	1897	1907	96	1028	1367	1795	1695	1142	891
35	gmtcustom841	MIR542_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR542_3P	102/139	1.49282780358063e-07	2.58864718695736e-06	1945	1390.5	1494.5	1.24402325476818e-08	142	0.734925618291333	0.66095368575907	1	16.1779502046875	1943	1497	1492	1641	857	142	1614	1945	1168	1439	1378	1570
