Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
11	gmtcustom248	MIR3120_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR3120_3P	283/346	5.24380187188045e-09	8.67376454606322e-08	25	686.166666666667	303.5	4.36983490373621e-10	22	0.741101643396122	0.725397052412891	1	21.7645891221333	22	142	792	2070	1037	147	124	192	172	893	2228	415
12	gmtcustom271	MIR1323	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR1323	247/321	4.40578345000816e-09	8.67376454606322e-08	65	683.416666666667	595.5	3.67148621575402e-10	63	0.77526455678716	0.753178837410266	1	22.7679076655697	63	912	799	1853	566	117	445	388	625	1046	483	904
13	gmtcustom288	MIR4446_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4446_5P	227/304	4.48352726106435e-09	8.67376454606322e-08	760	996	756	3.73627272523147e-10	120	0.785174676406075	0.738553372960345	1	23.0589544702588	759	400	1492	1481	2121	120	549	1234	522	2014	753	507
14	gmtcustom294	MIR4503	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4503	200/281	3.81953768757883e-09	8.67376454606322e-08	175	622.333333333333	340.5	3.18294807855449e-10	96	0.86425395113895	0.823699112390477	1	25.3814057738942	174	162	2000	1608	1336	96	128	278	599	309	372	406
15	gmtcustom310	MIR515_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR515_5P	228/304	5.86894580322312e-09	8.67376454606322e-08	945	914.166666666667	893	4.89078818250848e-10	150	0.797927518815467	0.857510051076184	1	23.4334881970639	943	467	1488	1733	1249	167	684	1442	150	1028	776	843
16	gmtcustom326	MIR8067	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR8067	212/287	4.0099453810431e-09	8.67376454606322e-08	300	1081	1000.5	3.34162115701078e-10	101	0.695074480489209	0.694947411073416	1	20.4128336228967	300	1034	1494	2332	2057	101	615	577	315	1746	1434	967
17	gmtcustom336	MIR548O_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR548O_3P	222/281	4.08298367826032e-09	8.67376454606322e-08	35	715.75	637	3.40248640491756e-10	35	0.771523010438957	0.766358850594289	1	22.658023511683	35	909	808	1940	610	103	506	349	526	1153	664	986
18	gmtcustom364	MIR3617_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR3617_5P	200/260	4.2864481449505e-09	8.67376454606322e-08	115	399.416666666667	236	3.57204012780978e-10	43	0.929666401444766	0.941865801891802	1	27.3024809354949	43	112	1176	653	911	112	143	313	135	159	544	492
19	gmtcustom367	MIR641	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR641	200/259	2.60082271105936e-09	8.67376454606322e-08	140	459.583333333333	396.5	2.16735226179971e-10	34	0.929666401444766	0.941865801891802	1	27.3024809354949	34	919	1173	655	910	54	140	277	137	155	545	516
20	gmtcustom370	LET_7A_2_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/LET_7A_2_3P	217/287	6.52913737236187e-09	8.67376454606322e-08	510	729.833333333333	509.5	5.44094782658370e-10	189	0.699100927987725	0.711400797218033	1	20.5310849380932	432	281	233	1886	293	189	509	743	510	1687	1290	705
21	gmtcustom380	LET_7G_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/LET_7G_3P	217/287	6.52913737236187e-09	8.67376454606322e-08	435	730.833333333333	510.5	5.44094782658370e-10	190	0.699100927987725	0.711400797218033	1	20.5310849380932	433	282	234	1887	294	190	510	744	511	1688	1291	706
22	gmtcustom385	MIR507	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR507	198/264	4.58092103060866e-09	8.67376454606322e-08	1280	1496.5	1593	3.81743420018892e-10	123	0.779145654295901	0.731595332308711	1	22.8818902482269	1278	1922	2001	1835	1602	123	1483	1584	2018	1474	712	1926
23	gmtcustom388	MIR4496	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4496	219/289	6.50889743887275e-09	8.67376454606322e-08	780	1274	1135.5	5.42408121524197e-10	185	0.672277187635834	0.665086882016629	1	19.7433079768216	780	1033	810	2032	1435	185	994	1422	1238	2198	2146	1015
24	gmtcustom420	MIR5093	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR5093	192/244	1.60878413681567e-09	8.67376454606322e-08	215	853.75	566.5	1.34065344833493e-10	28	0.686254686230428	0.67742905387662	1	20.1538081988107	212	256	820	2055	1517	28	289	400	205	1867	1863	733
25	gmtcustom427	MIR5683	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR5683	169/241	5.48612373207447e-09	8.67376454606322e-08	360	1133.66666666667	1023	4.5717697882243e-10	153	0.666143872841676	0.631812092383401	1	19.5631808197705	356	240	1770	2316	1852	153	366	464	1145	2033	2008	901
26	gmtcustom439	MIR3140_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR3140_3P	174/236	1.45082471721546e-09	8.67376454606322e-08	145	534.083333333333	251	1.2090205984835e-10	24	0.754632308758916	0.72207306378269	1	22.1619664566754	143	132	1504	756	868	24	92	279	213	1403	772	223
27	gmtcustom459	MIR766_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR766_5P	158/226	2.0153740351416e-09	8.67376454606322e-08	1860	1396.83333333333	1657.5	1.67947836416935e-10	36	0.737487558335693	0.751732323575293	1	21.6584483338117	1757	1745	1197	1860	826	36	1587	1858	1728	1324	982	1862
28	gmtcustom469	MIR761	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR761	187/225	1.14686651336934e-09	8.67376454606322e-08	380	837	803.5	9.55722094976819e-11	13	0.715716528263138	0.720927693295277	1	21.0190626370626	380	952	1181	1885	629	13	216	591	1346	1190	1006	655
29	gmtcustom473	MIR557	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR557	167/225	3.63484918740833e-09	8.67376454606322e-08	1330	1397	1511.5	3.02904099455323e-10	90	0.810716618816873	0.773943061562165	1	23.8090867602894	1326	2074	2012	1453	1340	90	1570	1572	2003	1056	285	1983
30	gmtcustom483	MIR4743_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4743_3P	156/209	2.33777754371785e-09	8.67376454606322e-08	1385	983.833333333333	900.5	1.94814795518561e-10	48	0.83156642046296	0.829260276189447	1	24.421417224587	1382	851	841	620	1630	48	1388	1804	437	1561	294	950
31	gmtcustom488	MIR452_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR452_5P	170/219	4.68540185640395e-09	8.67376454606322e-08	795	1026.33333333333	1019.5	3.90450155538811e-10	126	0.787587170551552	0.782862283868301	1	23.129806159176	791	1028	1193	1760	1033	126	927	1339	1011	630	1490	988
32	gmtcustom494	MIR3185	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR3185	137/211	6.6956223519071e-09	8.67376454606322e-08	1265	958.833333333333	942.5	5.579685310379e-10	197	0.837960988252659	0.817868342671641	1	24.6092170286385	1265	1746	512	224	328	197	1510	1732	1112	773	568	1539
33	gmtcustom495	MIR4731_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4731_3P	163/228	3.83992398859222e-09	8.67376454606322e-08	165	149.166666666667	152.5	3.19993666279196e-10	17	0.879878337018354	0.925615918359048	1	25.8402728471785	17	54	246	165	180	98	57	142	178	163	377	113
34	gmtcustom513	MIR892C_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR892C_3P	164/211	4.66312835990787e-09	8.67376454606322e-08	855	1065.41666666667	1072.5	3.88594030822851e-10	125	0.797148184939982	0.794562819801654	1	23.4106002155896	855	1296	1196	1663	1025	125	1084	1448	1047	603	1382	1061
35	gmtcustom522	MIR4676_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4676_3P	164/211	3.71031503360541e-09	8.67376454606322e-08	755	986.25	1007	3.09192919992918e-10	92	0.791985163546388	0.78754546587046	1	23.2589692628937	752	767	1195	1684	1028	92	992	1316	1003	611	1384	1011
