Rank	ID	GeneSet	Description	NumGenes	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	roast	safe	gage	padog	plage	zscore	gsva	ssgsea	globaltest	ora	fry
17	gmtcustom4	MIR607	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR607	744/981	0.000428336044090803	0.0386718839400514	725	733.166666666667	661.5	3.89472239170368e-05	10	0.667607631323487	-0.681682472517914	-1	24.4381566015691	10	1023	721	2406	722	259	448	865	311	602	497	934
18	gmtcustom141	MIR300	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR300	371/449	0.000389488983925443	0.0386718839400514	10	615	413	3.24632109303034e-05	8	0.747224632647466	-0.802355438158952	-1	27.3525821881824	8	745	319	2355	140	409	378	549	205	1077	417	778
19	gmtcustom371	MIR105_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR105_5P	177/221	0.000408359658587391	0.0386718839400514	10	650.333333333333	314	3.40363424254495e-05	9	0.66905139304745	-0.66905139304745	-1	24.491006320088	9	330	1514	1596	1438	137	180	467	21	1531	298	283
20	gmtcustom534	MIR4524A_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4524A_5P	185/240	0.000309786087847075	0.0386718839400514	5	328.833333333333	109	2.581917346851e-05	2	0.748728986468244	-0.681241743402544	-1	27.4076499148448	5	93	387	1224	115	1150	2	50	146	642	29	103
21	gmtcustom535	MIR4524B_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4524B_5P	185/240	0.000309786087847075	0.0386718839400514	10	339.083333333333	131.5	2.581917346851e-05	3	0.748728986468244	-0.681241743402544	-1	27.4076499148448	6	205	388	1225	116	1151	3	51	147	643	30	104
22	gmtcustom1338	MIR5581_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR5581_5P	59/75	0.000431838519161144	0.0386718839400514	595	366.75	266	3.59936679012986e-05	10	0.856339619998327	-0.856339619998327	-1	31.3467983195371	593	373	150	69	200	12	281	251	10	686	1460	316
23	gmtcustom1402	MIR1228_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR1228_3P	59/75	0.000340057127328547	0.0386718839400514	690	701.583333333333	629	2.83425116654897e-05	11	0.456794240135024	-0.456794240135024	-1	16.7212125938408	688	1084	570	1246	222	11	261	228	1258	146	1515	1190
24	gmtcustom1871	MIR374C_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR374C_3P	43/53	0.000331952838818225	0.0386718839400514	1150	641.916666666667	328.5	2.76669462094665e-05	10	0.251331342307705	-0.254879511667978	-1	9.20012643674008	1150	286	219	317	60	10	919	909	335	1241	1935	322
25	gmtcustom2004	MIR6802_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR6802_3P	32/42	0.000282572648480748	0.0386718839400514	660	500.5	484.5	2.35507709807444e-05	9	0.480362323712077	-0.480362323712077	-1	17.5839356889358	655	26	659	105	202	9	576	627	393	658	2060	36
26	gmtcustom2299	MIR602	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR602	5/8	0.000314730064399594	0.0386718839400514	735	570.833333333333	167.5	2.86159180386817e-05	3	0.377602234084102	-0.377602234084102	-1	13.8223442007589	732	81	279	2509	214	121	414	7	103	3	2347	40
27	gmtcustom2350	MIR196B_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR196B_3P	5/6	0.000425270418002089	0.0386718839400514	15	975.166666666667	934.5	3.86684224583606e-05	10	0.484358565124742	-0.354541465702863	-1	17.730220377252	1397	1363	277	2560	10	15	1721	639	79	13	2398	1230
28	gmtcustom2384	TGAATGT_MIR181A_MIR181B_MIR181C_MIR181D	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/TGAATGT_MIR181A_MIR181B_MIR181C_MIR181D	399/488	0.000385732971764707	0.0386718839400514	10	872.166666666667	377	3.2150098663172e-05	7	0.63255157973511	-0.63255157973511	-1	23.1549099078252	7	443	311	2393	151	1850	40	186	1570	778	2427	310
29	gmtcustom2472	CGGTGTG_MIR220	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CGGTGTG_MIR220	5/6	0.000405309959947284	0.0386718839400514	2305	1531.33333333333	2000.5	3.685315001781e-05	13	0.246444475522626	-0.259439482840445	-1	9.02123990044807	2302	2341	712	2590	862	13	2167	31	1834	677	2495	2352
30	gmtcustom381	MIR7853_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR7853_5P	177/222	0.000478066636598897	0.0400496469434625	15	608.333333333333	289.5	3.9847618303135e-05	11	0.66905139304745	-0.66905139304745	-1	24.2274183172755	11	280	1515	1827	1251	146	179	488	24	1024	299	256
31	gmtcustom1673	MIR4802_5P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4802_5P	40/64	0.000463089309857238	0.0400496469434625	1215	765.416666666667	728	3.85989691095072e-05	14	0.540242574916506	-0.540242574916506	-1	19.5630454780593	1215	1423	230	191	391	14	923	1071	53	533	1756	1385
32	gmtcustom1000	MIR4520_2_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR4520_2_3P	95/126	0.000496865675637791	0.0403237549884795	5	648.5	217.5	4.14149052367028e-05	1	0.823641314229127	-0.823641314229127	-1	29.7621408575973	197	6	1285	896	1703	1944	4	238	4	1330	174	1
33	gmtcustom2253	MIR933	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR933	4/6	0.000523506010276611	0.0411983366269199	1775	1021.83333333333	893	4.76027839870259e-05	16	0.221046879444128	-0.247241564760242	-1	7.93411322891131	1774	1606	281	2471	410	16	1376	22	366	101	2301	1538
34	gmtcustom48	MIR548D_3P	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR548D_3P	517/611	0.000637202408176223	0.0438537474696548	15	524.166666666667	453.5	5.79442764303245e-05	14	0.662240815428224	-0.607322264798642	-1	23.3045156154573	14	474	291	2443	23	691	115	595	241	496	469	438
35	gmtcustom49	MIR548H_3P_MIR548Z	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MIR548H_3P_MIR548Z	515/611	0.000971614244431446	0.0438537474696548	30	529.833333333333	439.5	8.83676014916644e-05	26	0.662240815428224	-0.607322264798642	-1	23.3045156154573	26	446	292	2444	28	667	135	665	245	509	468	433
